Configuration	Term	J	Prefix	Level (Ry)	Suffix	Uncertainty (Ry)	Leading percentages	Reference
"2p6.3s2"	"1S"	"0"	""	"0.000000"	""	"0.000018"	"  97         :     3  3p2   1S   "	"L15349"
"3s.3p"	"3P*"	"0"	""	"1.03065"	""	"0.00003"	" 100                             "	"L15349"
"3s.3p"	"3P*"	"1"	""	"1.037983"	""	"0.000017"	" 100                             "	"L15349"
"3s.3p"	"3P*"	"2"	""	"1.053334"	""	"0.000018"	" 100                             "	"L15349"
"3s.3p"	"1P*"	"1"	""	"1.555733"	""	"0.000018"	"  97         :     3  3p.3d 1P*  "	"L15349"
"3p2"	"1D"	"2"	""	"2.41257"	""	"0.00003"	"  77         :    20  3s.3d 1D   "	"L15349"
"3p2"	"3P"	"0"	""	"2.45893"	""	"0.00004"	"  99                             "	"L15349"
"3p2"	"3P"	"1"	""	"2.467502"	""	"0.000017"	" 100                             "	"L15349"
"3p2"	"3P"	"2"	""	"2.48377"	""	"0.00003"	"  97                             "	"L15349"
"3p2"	"1S"	"0"	""	"2.88614"	""	"0.00007"	"  95         :     2  3p.4p 1S   "	"L15349"
"3s.3d"	"3D"	"1"	""	"2.95345"	""	"0.00003"	" 100                             "	"L15349"
"3s.3d"	"3D"	"2"	""	"2.953792"	""	"0.000017"	" 100                             "	"L15349"
"3s.3d"	"3D"	"3"	""	"2.95437"	""	"0.00003"	" 100                             "	"L15349"
"3s.3d"	"1D"	"2"	""	"3.374367"	""	"0.000016"	"  78         :    20  3p2   1D   "	"L15349"
"3p.3d"	"3F*"	"2"	""	"4.04021"	""	"0.00003"	"  98                             "	"L15349"
"3p.3d"	"3F*"	"3"	""	"4.05313"	""	"0.00003"	" 100                             "	"L15349"
"3p.3d"	"3F*"	"4"	""	"4.06435"	""	"0.00004"	" 100                             "	"L15349"
"3p.3d"	"1D*"	"2"	""	"4.10505"	""	"0.00005"	"  98                             "	"L15349"
"3p.3d"	"3P*"	"2"	""	"4.30375"	""	"0.00004"	"  92         :     7  3p.3d 3D*  "	"L15349"
"3p.3d"	"3P*"	"1"	""	"4.309154"	""	"0.000018"	"  90         :     9  3p.3d 3D*  "	"L15349"
"3p.3d"	"3P*"	"0"	""	"4.31767"	""	"0.00004"	"  99                             "	"L15349"
"3p.3d"	"3D*"	"1"	""	"4.330496"	""	"0.000018"	"  91         :     9  3p.3d 3P*  "	"L15349"
"3p.3d"	"3D*"	"2"	""	"4.33385"	""	"0.00003"	"  93         :     7  3p.3d 3P*  "	"L15349"
"3p.3d"	"3D*"	"3"	""	"4.33546"	""	"0.00003"	" 100                             "	"L15349"
"3p.3d"	"1F*"	"3"	""	"4.64990"	""	"0.00003"	"  97                             "	"L15349"
"3s.4s"	"3S"	"1"	""	"4.68461"	""	"0.00004"	"                                 "	"L15349"
"3p.3d"	"1P*"	"1"	""	"4.712211"	""	"0.000014"	"  94         :     3  3s.3p 1P*  "	"L15349"
"3s.4s"	"1S"	"0"	""	"4.81978"	""	"0.00013"	"                                 "	"L15349"
