configuration	term	J	energy
2s2.2p4	3P	2	0.0
2s2.2p4	3P	1	0.17263
2s2.2p4	3P	0	0.21148
2s2.2p4	1D	2	0.72525
2s2.2p4	1S	0	1.48433
2s.2p5	3P*	2	5.22487
2s.2p5	3P*	1	5.36897
2s.2p5	3P*	0	5.45286
2s.2p5	1P*	1	7.1951
2p6	1S	0	12.1815
2s2.2p3.(4S*).3s	3S*	1	26.704
2s2.2p3.(2D*).3s	3D*	1	27.375
2s2.2p3.(2D*).3s	3D*	2	27.385
2s2.2p3.(2D*).3s	3D*	3	27.417
2s2.2p3.(2D*).3s	1D*	2	27.562
2s2.2p3.(2P*).3s	1P*	1	28.131
2s2.2p3.(4S*).3d	3D*	2	29.759
2s2.2p3.(4S*).3d	3D*	3	29.808
2s2.2p3.(2D*).3d	3D*	1	30.601
2s2.2p3.(2D*).3d	3D*	2	30.629
2s2.2p3.(2D*).3d	3D*	3	30.646
2s2.2p3.(2D*).3d	3P*	2	30.716
2s2.2p3.(2D*).3d	1D*	2	30.75
2s2.2p3.(2D*).3d	3S*	1	30.829
2s2.2p3.(2D*).3d	1F*	3	30.949
2s2.2p3.(2P*).3d	3P*	2	31.03
2s2.2p3.(2P*).3d	3P*	1	31.074
2s2.2p3.(2P*).3d	1D*	2	31.134
2s2.2p3.(2P*).3d	3D*	1	31.229
2s2.2p3.(2P*).3d	3D*	2	31.229
2s2.2p3.(2P*).3d	3D*	3	31.242
2s2.2p3.(2P*).3d	1F*	3	31.372
2s2.2p3.(2P*).3d	1P*	1	31.658
