configuration	term	J	energy
1s2	1S		0.0
1s.2s	3S		115.75881
1s.2s	1S		116.7858
1s.2p	3P*	0	116.71369
1s.2p	3P*	1	116.725
1s.2p	3P*	2	116.7717
1s.2p	1P*		117.47217
1s.3s	3S		136.87653
1s.3p	3P*		137.14965
1s.3s	1S		137.14803
1s.3d	3D		137.30323
1s.3d	1D		137.3131
1s.3p	1P*		137.34745
1s.4s	3S		144.1332
1s.4p	3P*		144.2459
1s.4s	1S		144.2431
1s.4d	3D		144.31
1s.4d	1D		144.31354
1s.4f	3F*		144.31476
1s.4f	1F*		144.31476
1s.4p	1P*		144.3271
1s.5s	3S		147.4632
1s.5p	3P*		147.5202
1s.5s	1S		147.51847
1s.5d	3D		147.55245
1s.5d	1D		147.55458
1s.5f	1F*		147.55526
1s.5f	3F*		147.55526
1s.5g	3G		147.55587
1s.5g	1G		147.55587
1s.5p	1P*		147.56125
1s.6h	3H*		149.31618
1s.6h	1H*		149.31618
1s.6p	1P*		149.31902
1s.7p	1P*		150.3792
1s.8p	1P*		151.06743
1s.9p	1P*		151.53933
1s.10p	1P*		151.87691
