configuration	term	J	energy
1s2.2s2	1S	0	0.0
1s2.2s.2p	3P*	0	1.01381
1s2.2s.2p	3P*	1	1.017958
1s2.2s.2p	3P*	2	1.02702
1s2.2s.2p	1P*	1	1.958783
1s2.2p2	3P	0	2.636573
1s2.2p2	3P	1	2.641226
1s2.2p2	3P	2	2.64927
1s2.2p2	1D	2	2.895046
1s2.2p2	1S	0	3.58242
1s2.2s.3s	3S	1	8.9149282
1s2.2s.3s	1S	0	9.096114
1s2.2s.3p	1P*	1	9.346143
1s2.2s.3p	3P*	0	9.371167
1s2.2s.3p	3P*	1	9.3723779
1s2.2s.3p	3P*	2	9.374706
1s2.2s.3d	3D	1	9.60758
1s2.2s.3d	3D	2	9.607984
1s2.2s.3d	3D	3	9.608658
1s2.2s.3d	1D	2	9.768
1s2.2p.3s	3P*	0	10.2081
1s2.2p.3s	3P*	1	10.2128
1s2.2p.3s	3P*	2	10.2222
1s2.2p.3s	1P*	1	10.3781
1s2.2p.3p	1P	1	10.4672
1s2.2p.3p	3D	1	10.5205
1s2.2p.3p	3D	2	10.5262
1s2.2p.3p	3D	3	10.5356
1s2.2p.3p	3S	1	10.621
1s2.2p.3p	3P	0	10.675
1s2.2p.3p	3P	1	10.6802
1s2.2p.3p	3P	2	10.6832
1s2.2p.3d	3F*	2	10.7339
1s2.2p.3d	3F*	3	10.7372
1s2.2p.3d	3F*	4	10.7456
1s2.2p.3d	1D*	2	10.7536
1s2.2p.3p	1D	2	10.7997
1s2.2p.3d	3D*	1	10.8811
1s2.2p.3d	3D*	2	10.8834
1s2.2p.3d	3D*	3	10.8854
1s2.2p.3d	3P*	2	10.9345
1s2.2p.3d	3P*	1	10.9395
1s2.2p.3d	3P*	0	10.942
1s2.2p.3p	1S	0	10.9912
1s2.2p.3d	1F*	3	11.0451
1s2.2p.3d	1P*	1	11.1032
1s2.2s.4s	3S	1	11.8389
1s2.2s.4s	1S	0	11.911
1s2.2s.4p	3P*	2	12.0115
1s2.2s.4p	1P*	1	12.0277
1s2.2s.4d	3D	2	12.104
1s2.2s.4d	3D	3	12.1045
1s2.2s.4d	3D	1	12.105
1s2.2s.4d	1D	2	12.1554
1s2.2s.4f	3F*	2	12.1671
1s2.2s.4f	3F*	3	12.1681
1s2.2s.4f	3F*	4	12.1686
