configuration	term	J	energy
3s2.3p2	3P	0	0.0
3s2.3p2	3P	1	0.00695512
3s2.3p2	3P	2	0.0184874
3s2.3p2	1D	2	0.1485243
3s2.3p2	1S	0	0.345483
3s.3p3	5S*	2	0.766439
3s.3p3	3D*	1	1.108362
3s.3p3	3D*	2	1.108784
3s.3p3	3D*	3	1.109952
3s.3p3	3P*	2	1.291836
3s.3p3	3P*	1	1.291908
3s.3p3	3P*	0	1.293021
3s.3p3	1D*	2	1.405278
3s.3p3	3S*	1	1.745412
3s.3p3	1P*	1	1.780212
3s2.3p.3d	3P*	2	1.98266
3s2.3p.3d	3P*	1	1.98918
3s2.3p.3d	3P*	0	1.99246
3s2.3p.3d	1D*	2	2.02133
3s2.3p.3d	3D*	1	2.04323
3s2.3p.3d	3D*	2	2.04578
3s2.3p.3d	3D*	3	2.04767
3s2.3p.3d	1F*	3	2.23559
3s2.3p.3d	1P*	1	2.29768
3p4	3P	2	2.409664
3p4	3P	1	2.420212
3p4	3P	0	2.42465
3p4	1D	2	2.538085
3s2.3p.4s	3P*	0	2.6949
3s2.3p.4s	3P*	1	2.69946
3s2.3p.4s	3P*	2	2.71446
3s2.3p.4s	1P*	1	2.74556
3p4	1S	0	2.96036
3s.3p2.4s	5P	1	3.57952
3s.3p2.4s	5P	2	3.58637
3s.3p2.4s	5P	3	3.5963
3s2.3p.4d	3D*	2	3.62207
3s2.3p.4d	3D*	1	3.6227
3s2.3p.4d	3D*	3	3.62502
3s2.3p.4d	3F*	2	3.63584
3s2.3p.4d	3F*	3	3.64039
3s2.3p.4d	3P*	2	3.66924
3s2.3p.4d	3P*	1	3.67409
3s2.3p.4d	1F*	3	3.6875
3s.3p2.(3P).3d	1F	3	3.74688
3s2.3p.5s	3P*	1	3.92146
3s2.3p.5s	3P*	2	3.93707
3s2.3p.5s	1P*	1	3.94012
