ritz_wl_vac(A)	unc_ritz_wl	intens	Aki(s^-1)	fik	Acc	Ei(Ry)	Ek(Ry)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"718.089852"	"0.000004"	"4"	"9.5e+08"	"3.7e-02"	D	"0.000000000"	"1.2690153576"	"3s2.3p5"	"2P*"	"3/2"	"3s2.3p4.(3P).4s"	"2P"	"1/2"		"T997"	"L16202"	
"723.360560"	"0.000004"	"5"	"2.3e+09"	"1.8e-01"	D	"0.000000000"	"1.2597687809"	"3s2.3p5"	"2P*"	"3/2"	"3s2.3p4.(3P).4s"	"2P"	"3/2"		"T997"	"L16202"	
"725.548530"	"0.000004"	"4"	"1.9e+09"	"1.5e-01"	D	"0.013045545"	"1.2690153576"	"3s2.3p5"	"2P*"	"1/2"	"3s2.3p4.(3P).4s"	"2P"	"1/2"		"T997"	"L16202"	
"730.929708"	"0.000004"	"5"	"4.5e+08"	"7.2e-02"	D	"0.013045545"	"1.2597687809"	"3s2.3p5"	"2P*"	"1/2"	"3s2.3p4.(3P).4s"	"2P"	"3/2"		"T997"	"L1317"	
"737.453699"	"0.000005"	"1"	"3.8e+06"	"1.5e-04"	E	"0.000000000"	"1.235693918"	"3s2.3p5"	"2P*"	"3/2"	"3s2.3p4.(3P).4s"	"4P"	"1/2"		"T997"	"L16202"	
"740.269185"	"0.000004"	"10"	"3.1e+07"	"2.5e-03"	E	"0.000000000"	"1.230994170"	"3s2.3p5"	"2P*"	"3/2"	"3s2.3p4.(3P).4s"	"4P"	"3/2"		"T997"	"L1317"	
"745.322262"	"0.000005"	"7"	"7.3e+06"	"6.1e-04"	E	"0.013045545"	"1.235693918"	"3s2.3p5"	"2P*"	"1/2"	"3s2.3p4.(3P).4s"	"4P"	"1/2"		"T997"	"L1317"	
"748.198267"	"0.000004"	"4"	"5.9e+06"	"9.9e-04"	E	"0.013045545"	"1.230994170"	"3s2.3p5"	"2P*"	"1/2"	"3s2.3p4.(3P).4s"	"4P"	"3/2"		"T997"	"L16202"	
"919.78096"	"0.00010"	"10"	"1.4e+08"	"8.9e-03"	C	"0.000000000"	"0.99074354"	"3s2.3p5"	"2P*"	"3/2"	"3s.3p6"	"2S"	"1/2"		"T1137c62"	"L1317"	
"932.05371"	"0.00010"	"10"	"6.7e+07"	"8.7e-03"	C	"0.013045545"	"0.99074354"	"3s2.3p5"	"2P*"	"1/2"	"3s.3p6"	"2S"	"1/2"		"T1137c62"	"L1317"	
"2318.45820"	"0.00003"	"191"	"1.4e+07"	"7.5e-03"	C	"1.3563523627"	"1.749401093"	"3s2.3p4.(1D).4s"	"2D"	"5/2"	"3s2.3p4.(1S).4p"	"2P*"	"3/2"		"T926"	"L11520"	
"2693.393461"	"0.000010"	""	"5.e+05"	"5.44e-04"	C	"1.230994170"	"1.5693283431"	"3s2.3p4.(3P).4s"	"4P"	"3/2"	"3s2.3p4.(1D).4p"	"2P*"	"3/2"		"T926"	""	
"2755.68142"	"0.00003"	"2"	"2.e+05"	"3.04e-04"	C+	"1.223300735"	"1.5539873829"	"3s2.3p4.(3P).4s"	"4P"	"5/2"	"3s2.3p4.(1D).4p"	"2F*"	"7/2"		"T926"	"L14821"	
"2844.964669"	"0.000024"	"4"	"2.e+05"	"3.64e-04"	C	"1.2597687809"	"1.5800775217"	"3s2.3p4.(3P).4s"	"2P"	"3/2"	"3s2.3p4.(1D).4p"	"2D*"	"5/2"		"T926"	"L14821"	
"2848.656189"	"0.000024"	"3"	"3.e+05"	"3.65e-04"	C	"1.2597687809"	"1.5796624396"	"3s2.3p4.(3P).4s"	"2P"	"3/2"	"3s2.3p4.(1D).4p"	"2D*"	"3/2"		"T926"	"L14821"	
"2892.45994"	"0.00003"	"234"	"1.82e+07"	"1.14e-02"	B	"1.2597687809"	"1.574817933"	"3s2.3p4.(3P).4s"	"2P"	"3/2"	"3s2.3p4.(1D).4p"	"2P*"	"1/2"		"T926"	"L11520"	
"2933.447965"	"0.000026"	"6"	"8.e+05"	"2.06e-03"	C	"1.2690153576"	"1.5796624396"	"3s2.3p4.(3P).4s"	"2P"	"1/2"	"3s2.3p4.(1D).4p"	"2D*"	"3/2"		"T926"	"L11520"	
"2943.753519"	"0.000026"	"1047"	"5.3e+07"	"6.9e-02"	B	"1.2597687809"	"1.5693283431"	"3s2.3p4.(3P).4s"	"2P"	"3/2"	"3s2.3p4.(1D).4p"	"2P*"	"3/2"		"T926"	"L11520"	
"2979.91948"	"0.00004"	"263"	"4.16e+07"	"5.54e-02"	B	"1.2690153576"	"1.574817933"	"3s2.3p4.(3P).4s"	"2P"	"1/2"	"3s2.3p4.(1D).4p"	"2P*"	"1/2"		"T926"	"L11520"	
"3001.32001"	"0.00018"	"17"	"1.5e+08"	"2.0e-01"	D	"1.4524993983"	"1.756121487"	"3s2.3p4.(3P).4p"	"2D*"	"3/2"	"3s2.3p4.(3P).4d"	"2D"	"3/2"		"T1240"	"L11520"	
