ritz_wl_vac(A)	intens	Aki(s^-1)	fik	Acc	Ei(Ry)	Ek(Ry)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"1881.69"	""	"1.3e-03"	""	E	"0.000000"	"0.484282"	"3d3"	"4F"	"3/2"	"3d3"	"2D1"	"3/2"	E2	"T233n"	""	
"1881.69"	""	"2.5e-02"	""	E	"0.000000"	"0.484282"	"3d3"	"4F"	"3/2"	"3d3"	"2D1"	"3/2"	M1	"T233"	""	
"1887.63"	""	"1.6e-03"	""	E	"0.000000"	"0.482756"	"3d3"	"4F"	"3/2"	"3d3"	"2D1"	"5/2"	M1	"T233"	""	
"1890.13"	""	"4.8e-02"	""	E	"0.002163"	"0.484282"	"3d3"	"4F"	"5/2"	"3d3"	"2D1"	"3/2"	M1	"T233"	""	
"1896.13"	""	"4.6e-03"	""	E	"0.002163"	"0.482756"	"3d3"	"4F"	"5/2"	"3d3"	"2D1"	"5/2"	M1	"T233"	""	
"1901.60"	""	"3.9e-03"	""	E	"0.005070"	"0.484282"	"3d3"	"4F"	"7/2"	"3d3"	"2D1"	"3/2"	E2	"T233n"	""	
"1907.67"	""	"4.3e-02"	""	E	"0.005070"	"0.482756"	"3d3"	"4F"	"7/2"	"3d3"	"2D1"	"5/2"	M1	"T233"	""	
"1907.67"	""	"1.1e-03"	""	E	"0.005070"	"0.482756"	"3d3"	"4F"	"7/2"	"3d3"	"2D1"	"5/2"	E2	"T233n"	""	
"1921.93"	""	"1.7e-02"	""	E	"0.008616"	"0.482756"	"3d3"	"4F"	"9/2"	"3d3"	"2D1"	"5/2"	E2	"T233n"	""	
"2558.60"	""	"2.3e-02"	""	E	"0.128123"	"0.484282"	"3d3"	"4P"	"1/2"	"3d3"	"2D1"	"3/2"	M1	"T233"	""	
"2558.60"	""	"9.2e-03"	""	E	"0.128123"	"0.484282"	"3d3"	"4P"	"1/2"	"3d3"	"2D1"	"3/2"	E2	"T233n"	""	
"2566.32"	""	"8.9e-02"	""	E	"0.129195"	"0.484282"	"3d3"	"4P"	"3/2"	"3d3"	"2D1"	"3/2"	M1	"T233"	""	
"2566.32"	""	"2.4e-02"	""	E	"0.129195"	"0.484282"	"3d3"	"4P"	"3/2"	"3d3"	"2D1"	"3/2"	E2	"T233n"	""	
"2569.60"	""	"2.4e-03"	""	E	"0.128123"	"0.482756"	"3d3"	"4P"	"1/2"	"3d3"	"2D1"	"5/2"	E2	"T233n"	""	
"2577.39"	""	"4.1e-02"	""	E	"0.129195"	"0.482756"	"3d3"	"4P"	"3/2"	"3d3"	"2D1"	"5/2"	M1	"T233"	""	
"2577.39"	""	"2.6e-02"	""	E	"0.129195"	"0.482756"	"3d3"	"4P"	"3/2"	"3d3"	"2D1"	"5/2"	E2	"T233n"	""	
"2585.88"	""	"2.2e-02"	""	E	"0.131880"	"0.484282"	"3d3"	"4P"	"5/2"	"3d3"	"2D1"	"3/2"	M1	"T233"	""	
"2597.12"	""	"2.3e-01"	""	E	"0.131880"	"0.482756"	"3d3"	"4P"	"5/2"	"3d3"	"2D1"	"5/2"	M1	"T233"	""	
"2625.35"	""	"9.4e+00"	""	E	"0.137178"	"0.484282"	"3d3"	"2G"	"7/2"	"3d3"	"2D1"	"3/2"	E2	"T233n"	""	
"2636.94"	""	"7.1e-01"	""	E	"0.137178"	"0.482756"	"3d3"	"2G"	"7/2"	"3d3"	"2D1"	"5/2"	E2	"T233n"	""	
