configuration	term	J	energy
1s2	1S		0.0
1s.2s	3S		135.19508
1s.2s	1S		136.31419
1s.2p	3P*	0	136.2322
1s.2p	3P*	1	136.2485
1s.2p	3P*	2	136.31362
1s.2p	1P*		137.0732
1s.3s	3S		159.89761
1s.3p	3P*		160.19789
1s.3s	1S		160.19315
1s.3d	3D		160.36848
1s.3d	1D		160.3794
1s.3p	1P*		160.41418
1s.4s	3S		168.39658
1s.4p	3P*		168.5207
1s.4s	1S		168.51635
1s.4d	3D		168.59114
1s.4d	1D		168.59575
1s.4f	1F*		168.59764
1s.4f	3F*		168.59764
1s.4p	1P*		168.60934
1s.5s	3S		172.29885
1s.5p	3P*		172.36163
1s.5s	1S		172.35929
1s.5d	3D		172.3974
1s.5d	1D		172.39982
1s.5f	1F*		172.4008
1s.5f	3F*		172.4008
1s.5g	1G		172.40165
1s.5g	3G		172.40165
1s.5p	1P*		172.40645
1s.6s	3S		174.40817
1s.6p	3P*		174.44434
1s.6s	1S		174.44271
1s.6d	3D		174.46496
1s.6d	1D		174.46633
1s.6f	3F*		174.4669
1s.6f	1F*		174.4669
1s.6g	1G		174.46735
1s.6g	3G		174.46735
1s.6h	1H*		174.46764
1s.6h	3H*		174.46764
1s.6p	1P*		174.47007
1s.7s	3S		175.67584
1s.7p	3P*		175.69853
1s.7s	1S		175.69745
1s.7p	1P*		175.71467
1s.8s	3S		176.49663
1s.8p	3P*		176.5118
1s.8s	1S		176.51104
1s.8p	1P*		176.52257
1s.9s	3S		177.05834
1s.9p	3P*		177.06897
1s.9s	1S		177.06843
1s.9p	1P*		177.07652
1s.10s	3S		177.45954
1s.10p	3P*		177.46729
1s.10s	1S		177.4669
1s.10p	1P*		177.47278
