configuration	term	J	energy
3d.4s2	2D	3/2	0.0
3d.4s2	2D	5/2	0.0015340010000000001
3d2.(3F).4s	4F	3/2	0.10497761
3d2.(3F).4s	4F	5/2	0.105321107
3d2.(3F).4s	4F	7/2	0.105800252
3d2.(3F).4s	4F	9/2	0.10641149800000001
3d2.(3F).4s	2F	5/2	0.13601628
3d2.(3F).4s	2F	7/2	0.1370719
3d.4s.(3D).4p	4F*	3/2	0.142818871
3d.4s.(3D).4p	4F*	5/2	0.14358406199999998
3d.4s.(3D).4p	4F*	7/2	0.144724774
3d.4s.(3D).4p	4D*	1/2	0.145891515
3d.4s.(3D).4p	4D*	3/2	0.146001191
3d.4s.(1D).4p	2D*	5/2	0.146009785
3d.4s.(3D).4p	4F*	9/2	0.146044695
3d.4s.(1D).4p	2D*	3/2	0.146685595
3d.4s.(3D).4p	4D*	5/2	0.147087626
3d.4s.(3D).4p	4D*	7/2	0.14772380699999998
3d2.(1D).4s	2D	5/2	0.15503161
3d2.(1D).4s	2D	3/2	0.15514437
3d2.(3P).4s	4P	1/2	0.15697509
3d2.(3P).4s	4P	3/2	0.15723982
3d2.(3P).4s	4P	5/2	0.15771362
3d.4s.(3D).4p	4P*	1/2	0.16862138
3d.4s.(3D).4p	4P*	3/2	0.16872715
3d.4s.(3D).4p	4P*	5/2	0.16923492
4s2.4p	2P*	1/2	0.17050744
4s2.4p	2P*	3/2	0.17182609
3d2.(1G).4s	2G	9/2	0.18441199
3d2.(1G).4s	2G	7/2	0.18443726
3d2.(3P).4s	2P	1/2	0.18846287
3d2.(3P).4s	2P	3/2	0.18881301
3d.4s.(1D).4p	2F*	5/2	0.19166436
3d.4s.(1D).4p	2F*	7/2	0.19214821
3d.4s.(1D).4p	2P*	1/2	0.22468849
3d.4s.(1D).4p	2P*	3/2	0.2246899
3d.4s.(3D).4p	2D*	3/2	0.22659723
3d.4s.(3D).4p	2D*	5/2	0.22794607
3d.4s.(3D).4p	2F*	5/2	0.23314428
3d.4s.(3D).4p	2F*	7/2	0.23442033
3d2.(1S).4s	2S	1/2	0.24546774
3d2.(3F).4p	4G*	5/2	0.2644758
3d2.(3F).4p	4G*	7/2	0.26514388
3d2.(3F).4p	4G*	9/2	0.26599741
3d2.(3F).4p	4G*	11/2	0.267033
3d.4s.(3D).4p	2P*	1/2	0.27860316
3d.4s.(3D).4p	2P*	3/2	0.27982
3d2.(3F).4p	4F*	3/2	0.28406582
3d2.(3F).4p	4F*	5/2	0.28445912
3d2.(3F).4p	4F*	7/2	0.28500242
3d2.(3F).4p	4F*	9/2	0.28568941
3d2.(3F).4p	4D*	1/2	0.29741395
3d2.(3F).4p	4D*	3/2	0.2976133
3d2.(3F).4p	4D*	5/2	0.29795524
3d2.(3F).4p	4D*	7/2	0.29845339
3d2.(3F).4p	2G*	7/2	0.30122804
3d2.(3F).4p	2G*	9/2	0.30209583
3d2.(3F).4p	2F*	5/2	0.30211946
3d2.(3F).4p	2F*	7/2	0.30325482
3d2.(3F).4p	2D*	3/2	0.30632123
3d2.(3F).4p	2D*	5/2	0.30716109
