ritz_wl_vac(A)	unc_ritz_wl	intens	Aki(s^-1)	fik	Acc	Ei(Ry)	Ek(Ry)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"5.43518962"	"0.00000003"	"6g"	"1.2019e+11"	"1.0646e-03"	AA	"0.0000000"	"(167.66058128)"	"1s"	"2S"	"1/2"	"10p"	"2P*"	"3/2"		"T7771"	""	
"5.43521444"	"0.00000003"	"3g"	"1.1976e+11"	"5.3040e-04"	AA	"0.0000000"	"(167.65981549)"	"1s"	"2S"	"1/2"	"10p"	"2P*"	"1/2"		"T7771"	""	
"5.44807813"	"0.00000003"	"7g"	"1.6513e+11"	"1.4696e-03"	AA	"0.0000000"	"(167.26394687)"	"1s"	"2S"	"1/2"	"9p"	"2P*"	"3/2"		"T7771"	""	
"5.44811235"	"0.00000003"	"3g"	"1.6457e+11"	"7.3232e-04"	AA	"0.0000000"	"(167.26289633)"	"1s"	"2S"	"1/2"	"9p"	"2P*"	"1/2"		"T7771"	""	
"5.46620026"	"0.00000003"	"12g*"	"2.3565e+11"	"2.1112e-03"	AA	"0.0000000"	"(166.70941569)"	"1s"	"2S"	"1/2"	"8p"	"2P*"	"3/2"		"T7771"	"L2560c7"	
"5.46624931"	"0.00000003"	"12g*"	"2.3487e+11"	"1.0521e-03"	AA	"0.0000000"	"(166.70791976)"	"1s"	"2S"	"1/2"	"8p"	"2P*"	"1/2"		"T7771"	"L2560c7"	
"5.49285153"	"0.00000003"	"15g*"	"3.5291e+11"	"3.1926e-03"	AA	"0.0000000"	"(165.90054280)"	"1s"	"2S"	"1/2"	"7p"	"2P*"	"3/2"		"T7771"	"L2560c7"	
"5.49292547"	"0.00000003"	"15g*"	"3.5182e+11"	"1.5914e-03"	AA	"0.0000000"	"(165.89830956)"	"1s"	"2S"	"1/2"	"7p"	"2P*"	"1/2"		"T7771"	"L2560c7"	
"5.53442924"	"0.00000003"	"20g*"	"5.6324e+11"	"5.1729e-03"	AA	"0.0000000"	"(164.65420561)"	"1s"	"2S"	"1/2"	"6p"	"2P*"	"3/2"		"T7771"	"L2560c7"	
"5.53454846"	"0.00000003"	"20g*"	"5.6164e+11"	"2.5792e-03"	AA	"0.0000000"	"(164.65065877)"	"1s"	"2S"	"1/2"	"6p"	"2P*"	"1/2"		"T7771"	"L2560c7"	
"5.60479391"	"0.00000003"	"30g*"	"9.8145e+11"	"9.2444e-03"	AA	"0.0000000"	"(162.58707554)"	"1s"	"2S"	"1/2"	"5p"	"2P*"	"3/2"		"T7771"	"L2560c7"	
"5.60500523"	"0.00000003"	"30g*"	"9.7906e+11"	"4.6113e-03"	AA	"0.0000000"	"(162.5809455)"	"1s"	"2S"	"1/2"	"5p"	"2P*"	"1/2"		"T7771"	"L2560c7"	
"5.73912650"	"0.00000003"	"60g*"	"1.9468e+12"	"1.9227e-02"	AA	"0.0000000"	"(158.7814890)"	"1s"	"2S"	"1/2"	"4p"	"2P*"	"3/2"		"T7771"	"L2560c7"	
"5.73955937"	"0.00000004"	"60g*"	"1.9433e+12"	"9.5976e-03"	AA	"0.0000000"	"(158.7695138)"	"1s"	"2S"	"1/2"	"4p"	"2P*"	"1/2"		"T7771"	"L2560c7"	
"6.05252825"	"0.00000005"	"200g*"	"4.7745e+12"	"5.2444e-02"	AA	"0.0000000"	"(150.5597351)"	"1s"	"2S"	"1/2"	"3p"	"2P*"	"3/2"		"T7771"	"L2560c7"	
"6.05366979"	"0.00000005"	"200g*"	"4.7723e+12"	"2.6220e-02"	AA	"0.0000000"	"(150.5313442)"	"1s"	"2S"	"1/2"	"3p"	"2P*"	"1/2"		"T7771"	"L2560c7"	
"7.17090553"	"0.00000007"	"1000g"	"1.7862e+13"	"2.7541e-01"	AA	"0.0000000"	"(127.07837901)"	"1s"	"2S"	"1/2"	"2p"	"2P*"	"3/2"		"T7771"	"L2560c7"	
"7.17631592"	"0.00000007"	"500g"	"1.7919e+13"	"1.3835e-01"	AA	"0.0000000"	"(126.98257161)"	"1s"	"2S"	"1/2"	"2p"	"2P*"	"1/2"		"T7771"	"L2560c7"	
"25.5941588"	"0.0000006"	""	"2.2609e+11"	"4.4407e-02"	AA	"(126.98257161)"	"(162.58706478)"	"2p"	"2P*"	"1/2"	"5d"	"2D"	"3/2"		"T7771"	""	
