configuration	term	J	energy
2s.2p3.(3P*).3s	4P*	5/2	10.6856
2s.2p3.(5S*).3d	4D*	1/2	10.711
2s.2p3.(5S*).3d	4D*	3/2	10.711
2s.2p3.(5S*).3d	4D*	5/2	10.711
2s.2p3.(5S*).3d	4D*	7/2	10.711
2s.2p3.(3P*).3s	2P*	1/2	10.8653
2s.2p3.(3P*).3s	2P*	3/2	10.8676
2s2.2p2.(3P).4s	4P	5/2	10.9055
2s2.2p2.(3P).4s	2P	3/2	10.9304
2s.2p3.(3D*).3p	2F	7/2	11.1473
2s.2p3.(3D*).3p	2F	5/2	11.1532
2s2.2p2.(1D).4s	2D	3/2	11.2604
2s2.2p2.(1D).4s	2D	5/2	11.2604
2s2.2p2.(3P).4d	4D	5/2	11.3802
2s2.2p2.(3P).4d	4D	3/2	11.3802
2s2.2p2.(3P).4d	4D	1/2	11.3863
2s2.2p2.(3P).4d	4P	5/2	11.4113
2s2.2p2.(3P).4d	4P	3/2	11.4151
2s2.2p2.(3P).4d	2F	5/2	11.4154
2s2.2p2.(3P).4d	4P	1/2	11.417
2s2.2p2.(3P).4d	2F	7/2	11.4305
2s2.2p2.(3P).4d	2D	5/2	11.4672
2s.2p3.(3D*).3d	4P*	5/2	11.6827
2s.2p3.(3D*).3d	4P*	3/2	11.6861
2s.2p3.(3D*).3d	4P*	1/2	11.6885
2s.2p3.(3D*).3d	4D*	1/2	11.7284
2s.2p3.(3D*).3d	4D*	3/2	11.7284
2s.2p3.(3D*).3d	4D*	5/2	11.7284
2s.2p3.(3D*).3d	4D*	7/2	11.7284
2s.2p3.(3D*).3d	4S*	3/2	11.7361
2s2.2p2.(1D).4d	2F	7/2	11.7399
2s2.2p2.(1D).4d	2F	5/2	11.7399
2s.2p3.(3D*).3d	2F*	7/2	11.7517
2s.2p3.(3D*).3d	2F*	5/2	11.7596
2s2.2p2.(1D).4d	2D	3/2	11.7644
2s2.2p2.(1D).4d	2D	5/2	11.7644
2s2.2p2.(1D).4d	2P	1/2	11.7932
2s2.2p2.(1D).4d	2P	3/2	11.7932
2s2.2p2.(1D).4d	2S	1/2	11.8148
2s2.2p2.(3P).5s	4P	3/2	12.0078
2s2.2p2.(3P).5s	4P	5/2	12.0166
2s.2p3.(5S*).4s	4S*	3/2	12.0616
2s2.2p2.(1S).4d	2D	3/2	12.1517
2s2.2p2.(1S).4d	2D	5/2	12.1517
2s.2p3.(5S*).4p	4P	1/2	12.2196
2s.2p3.(5S*).4p	4P	3/2	12.2196
2s.2p3.(5S*).4p	4P	5/2	12.2196
2s2.2p2.(3P).5d	2F	5/2	12.2612
2s2.2p2.(3P).5d	2F	7/2	12.2771
2s.2p3.(5S*).4d	4D*	1/2	12.5186
2s.2p3.(5S*).4d	4D*	3/2	12.5186
2s.2p3.(5S*).4d	4D*	5/2	12.5186
2s.2p3.(5S*).4d	4D*	7/2	12.5186
2s2.2p2.(1D).5d	2F	5/2	12.6008
2s2.2p2.(1D).5d	2F	7/2	12.6008
2s2.2p2.(1D).5d?	2D?	3/2	12.6146
2s2.2p2.(1D).5d?	2D?	5/2	12.6146
