configuration	term	J	energy
2s2.2p3	4S*	3/2	0.0
2s2.2p3	2D*	5/2	0.50444
2s2.2p3	2D*	3/2	0.504594
2s2.2p3	2P*	1/2	0.764735
2s2.2p3	2P*	3/2	0.765723
2s.2p4	4P	5/2	2.25947
2s.2p4	4P	3/2	2.27438
2s.2p4	4P	1/2	2.2823
2s.2p4	2D	5/2	3.11426
2s.2p4	2D	3/2	3.11465
2s.2p4	2S	1/2	3.66167
2s.2p4	2P	3/2	3.8746
2s.2p4	2P	1/2	3.89234
2p5	2P*	3/2	5.94025
2p5	2P*	1/2	5.964
2s2.2p2.(3P).3s	4P	1/2	8.1462
2s2.2p2.(3P).3s	4P	3/2	8.1548
2s2.2p2.(3P).3s	4P	5/2	8.169
2s2.2p2.(3P).3s	2P	1/2	8.278
2s2.2p2.(3P).3s	2P	3/2	8.2953
2s2.2p2.(1D).3s	2D	3/2	8.5552
2s2.2p2.(1D).3s	2D	5/2	8.5552
2s2.2p2.(1S).3s	2S	1/2	8.9616
2s2.2p2.(3P).3d	2P	3/2	9.4777
2s2.2p2.(3P).3d	2P	1/2	9.4834
2s2.2p2.(3P).3d	4D	3/2	9.5247
2s2.2p2.(3P).3d	4D	5/2	9.5247
2s2.2p2.(3P).3d	4D	1/2	9.5284
2s2.2p2.(3P).3d	2F	5/2	9.5357
2s.2p3.(5S*).3s	4S*	3/2	9.5377
2s2.2p2.(3P).3d	4P	5/2	9.5438
2s2.2p2.(3P).3d	4P	3/2	9.55
2s2.2p2.(3P).3d	2F	7/2	9.5535
2s2.2p2.(3P).3d	4P	1/2	9.5535
2s2.2p2.(3P).3d	2D	3/2	9.6781
2s2.2p2.(3P).3d	2D	5/2	9.6833
2s2.2p2.(1D).3d	2F	7/2	9.8721
2s2.2p2.(1D).3d	2F	5/2	9.8749
2s2.2p2.(1D).3d	2D	3/2	9.9016
2s2.2p2.(1D).3d	2D	5/2	9.9047
2s2.2p2.(1D).3d	2P	1/2	9.9671
2s2.2p2.(1D).3d	2P	3/2	9.9715
2s2.2p2.(1D).3d?	2S?	1/2?	10.0165
2s.2p3.(5S*).3p	4P	1/2	10.0253
2s.2p3.(5S*).3p	4P	3/2	10.0253
2s.2p3.(5S*).3p	4P	5/2	10.0253
2s.2p3.(3D*).3s	4D*	1/2	10.2246
2s.2p3.(3D*).3s	4D*	3/2	10.2246
2s.2p3.(3D*).3s	4D*	5/2	10.2246
2s.2p3.(3D*).3s	4D*	7/2	10.2246
2s2.2p2.(1S).3d	2D	3/2	10.2508
2s2.2p2.(1S).3d	2D	5/2	10.2508
2s.2p3.(3D*).3s	2D*	3/2	10.4872
2s.2p3.(3D*).3s	2D*	5/2	10.4872
2s.2p3.(3P*).3s	4P*	1/2	10.6856
2s.2p3.(3P*).3s	4P*	3/2	10.6856
