Configuration	Term	J	Prefix	Level (Ry)	Suffix	Uncertainty (Ry)	Leading percentages	Reference
"3d6"	"5D"	"4"	""	"0.00000"	""	"0.00009"	"  99                                        "	"L9171"
"3d6"	"5D"	"3"	""	"0.01428"	""	"0.00009"	" 100                                        "	""
"3d6"	"5D"	"2"	""	"0.02350"	""	"0.00009"	"  99                                        "	""
"3d6"	"5D"	"1"	""	"0.02943"	""	"0.00009"	"  99                                        "	""
"3d6"	"5D"	"0"	""	"0.03228"	""	"0.00009"	"  99                                        "	""
"3d6"	"3P2"	"2"	""	"0.29451"	""	"0.00009"	"  61             :    37  3d6          3P1  "	""
"3d6"	"3H"	"6"	""	"0.30646"	""	"0.00009"	"  99                                        "	""
"3d6"	"3H"	"5"	""	"0.31309"	""	"0.00009"	"  94             :     6  3d6          3G   "	""
"3d6"	"3H"	"4"	""	"0.31492"	""	"0.00009"	"  71             :    14  3d6          3F2  "	""
"3d6"	"3F2"	"4"	""	"0.33137"	""	"0.00009"	"  56             :    25  3d6          3H   "	""
"3d6"	"3P2"	"1"	""	"0.33486"	""	"0.00009"	"  63             :    36  3d6          3P1  "	""
"3d6"	"3F2"	"3"	""	"0.33674"	""	"0.00009"	"  74             :    19  3d6          3F1  "	""
"3d6"	"3F2"	"2"	""	"0.34205"	""	"0.00009"	"  80             :    19  3d6          3F1  "	""
"3d6"	"3G"	"5"	""	"0.37772"	""	"0.00009"	"  94             :     6  3d6          3H   "	""
"3d6"	"3G"	"4"	""	"0.39071"	""	"0.00009"	"  90             :     6  3d6          3F2  "	""
"3d6"	"3G"	"3"	""	"0.39554"	""	"0.00009"	"  93             :     6  3d6          3F2  "	""
"3d6"	"1I"	"6"	""	"0.46902"	""	"0.00009"	"  99                                        "	""
"3d6"	"3D"	"2"	""	"0.47098"	""	"0.00009"	"  95             :     3  3d6          1D2  "	""
"3d6"	"3D"	"1"	""	"0.47302"	""	"0.00009"	"  99                                        "	""
"3d6"	"3D"	"3"	""	"0.47594"	""	"0.00009"	"  99                                        "	""
"3d6"	"1G2"	"4"	""	"0.48277"	""	"0.00009"	"  65             :    32  3d6          1G1  "	""
"3d6"	"1D2"	"2"	""	"0.55431"	""	"0.00009"	"  74             :    20  3d6          1D1  "	""
"3d6"	"1F"	"3"	""	"0.65466"	""	"0.00009"	"  97             :     2  3d6          3F1  "	""
"3d6"	"3P1"	"1"	""	"0.76294"	""	"0.00009"	"  63             :    37  3d6          3P2  "	""
"3d6"	"3F1"	"2"	""	"0.77850"	""	"0.00009"	"  81             :    19  3d6          3F2  "	""
"3d6"	"3F1"	"4"	""	"0.77907"	""	"0.00009"	"  77             :    22  3d6          3F2  "	""
"3d6"	"3F1"	"3"	""	"0.78272"	""	"0.00009"	"  78             :    20  3d6          3F2  "	""
"3d6"	"3P1"	"2"	""	"0.78826"	""	"0.00009"	"  62             :    38  3d6          3P2  "	""
"3d6"	"1G1"	"4"	""	"0.88269"	""	"0.00009"	"  66             :    33  3d6          1G2  "	""
"3d6"	"1D1"	"2"	""	"1.17900"	""	"0.00009"	"  78             :    22  3d6          1D2  "	""
"3d5.(6S).4p"	"5P*"	"3"	""	"4.26871"	""	"0.00009"	"  94                                        "	""
"3d5.(6S).4p"	"5P*"	"2"	""	"4.27933"	""	"0.00009"	"  96                                        "	""
"3d5.(6S).4p"	"5P*"	"1"	""	"4.28578"	""	"0.00009"	"  97                                        "	""
"3d5.(4G).4p"	"5F*"	"5"	""	"4.62654"	""	"0.00009"	"  52             :    35  3d5.(4G).4p  5H*  "	""
"3d5.(4G).4p"	"5F*"	"4"	""	"4.63747"	""	"0.00009"	"  53             :    11  3d5.(4D).4p  3F*  "	""
"3d5.(4G).4p"	"5H*"	"5"	""	"4.63768"	""	"0.00009"	"  41             :    31  3d5.(4G).4p  5F*  "	""
"3d5.(4D).4p"	"5P*"	"3"	""	"4.66592"	""	"0.00009"	"  33             :    30  3d5.(4P).4p  5P*  "	""
"3d5.(4P).4p"	"5P*"	"1"	""	"4.67495"	""	"0.00009"	"  65             :    12  3d5.(4D).4p  5P*  "	""
"3d5.(4G).4p"	"3F*"	"3"	""	"4.68018"	""	"0.00009"	"  76             :     4  3d5.(4F).4p  3F*  "	""
"3d5.(4G).4p"	"3F*"	"4"	""	"4.68392"	""	"0.00009"	"  84             :     5  3d5.(4F).4p  3F*  "	""
"3d5.(4G).4p"	"3H*"	"6"	""	"4.68934"	""	"0.00009"	"  89             :     5  3d5.(4G).4p  5H*  "	""
"3d5.(4G).4p"	"3H*"	"5"	""	"4.69662"	""	"0.00009"	"  91             :     4  3d5.(4G).4p  5H*  "	""
"3d5.(4G).4p"	"3H*"	"4"	""	"4.70048"	""	"0.00009"	"  93                                        "	""
