configuration	term	J	energy
1s2.2s2	1S	0	0.0
1s2.2s.2p	3P*	0	0.746715
1s2.2s.2p	3P*	1	0.747955
1s2.2s.2p	3P*	2	0.75075
1s2.2s.2p	1P*	1	1.447071
1s2.2p2	3P	0	1.945213
1s2.2p2	3P	1	1.946632
1s2.2p2	3P	2	1.949082
1s2.2p2	1D	2	2.111601
1s2.2p2	1S	0	2.623632
1s2.2s.3s	3S	1	4.984382
1s2.2s.3s	1S	0	5.114727
1s2.2s.3p	1P*	1	5.292866
1s2.2s.3p	3P*	0	5.310923
1s2.2s.3p	3P*	1	5.311257
1s2.2s.3p	3P*	2	5.311961
1s2.2s.3d	3D	1	5.474427
1s2.2s.3d	3D	2	5.474518
1s2.2s.3d	3D	3	5.474703
1s2.2s.3d	1D	2	5.582564
1s2.2p.(2P*<1/2>).3s	3P*	0	5.949827
1s2.2p.(2P*<1/2>).3s	3P*	1	5.951304
1s2.2p.(2P*<3/2>).3s	3P*	2	5.954431
1s2.2p.(2P*<3/2>).3s	1P*	1	6.055241
1s2.2p.(2P*<1/2>).3p	1P	1	6.130037
1s2.2p.(2P*<1/2>).3p	3D	1	6.170651
1s2.2p.(2P*<1/2>).3p	3D	2	6.172454
1s2.2p.(2P*<3/2>).3p	3D	3	6.175338
1s2.2p.(2P*<3/2>).3p	3S	1	6.232546
1s2.2p.(2P*<1/2>).3p	3P	0	6.282307
1s2.2p.(2P*<3/2>).3p	3P	1	6.283348
1s2.2p.(2P*<3/2>).3p	3P	2	6.285086
1s2.2p.(2P*<1/2>).3d	3F*	2	6.311673
1s2.2p.(2P*<1/2>).3d	3F*	3	6.313344
1s2.2p.(2P*<3/2>).3d	3F*	4	6.315489
1s2.2p.(2P*<1/2>).3d	1D*	2	6.33006
1s2.2p.(2P*<3/2>).3p	1D	2	6.353082
1s2.2p.(2P*<1/2>).3d	3D*	1	6.416979
1s2.2p.(2P*<3/2>).3d	3D*	2	6.417525
1s2.2p.(2P*<3/2>).3d	3D*	3	6.418491
1s2.2p.(2P*<3/2>).3p	1S	0	6.448449
1s2.2p.(2P*<3/2>).3d	3P*	2	6.451599
1s2.2p.(2P*<3/2>).3d	3P*	1	6.452911
1s2.2p.(2P*<3/2>).3d	3P*	0	6.453639
1s2.2p.(2P*<3/2>).3d	1F*	3	6.497001
1s2.2p.(2P*<3/2>).3d	1P*	1	6.554515
1s2.2s.4s	3S	1	6.583722
1s2.2s.4s	1S	0	6.667472
1s2.2s.4p	3P*	0	6.70612
1s2.2s.4p	3P*	1	6.706215
1s2.2s.4p	3P*	2	6.706462
1s2.2s.4p	1P*	1	6.724065
1s2.2s.4d	3D	1	6.763783
1s2.2s.4d	3D	2	6.763826
1s2.2s.4d	3D	3	6.763867
1s2.2s.4d	1D	2	6.800557
1s2.2s.4f	3F*	2	6.812151
1s2.2s.4f	3F*	3	6.812151
1s2.2s.4f	3F*	4	6.812151
1s2.2s.4f	1F*	3	6.833049
1s2.2s.5s	3S	1	7.254333
1s2.2s.5p	1P*	1	7.312608
1s2.2s.5p	3P*	0	7.31619
1s2.2s.5p	3P*	1	7.31619
1s2.2s.5p	3P*	2	7.316335
1s2.2s.5d	3D	1	7.34888
1s2.2s.5d	3D	2	7.348899
1s2.2s.5d	3D	3	7.348926
1s2.2s.5d	1D	2	7.366248
1s2.2s.5g	3G	3	7.366545
1s2.2s.5g	3G	4	7.366545
1s2.2s.5g	3G	5	7.366579
1s2.2s.5g	1G	4	7.366579
1s2.2s.5f	3F*	2	7.368624
1s2.2s.5f	3F*	3	7.368632
1s2.2s.5f	3F*	4	7.368652
1s2.2s.5f	1F*	3	7.371392
1s2.2p.(2P*<3/2>).4s	3P*	2	7.460224
1s2.2p.(2P*<3/2>).4s	1P*	1	7.51141
1s2.2p.(2P*<1/2>).4p	1P	1	7.559844
1s2.2p.(2P*<1/2>).4p	3D	1	7.571417
1s2.2p.(2P*<1/2>).4p	3D	2	7.572893
1s2.2p.(2P*<3/2>).4p	3D	3	7.575673
1s2.2p.(2P*<3/2>).4p	3S	1	7.582398
1s2.2p.(2P*<3/2>).4p	3P	0	7.607576
1s2.2p.(2P*<3/2>).4p	3P	1	7.608825
1s2.2p.(2P*<3/2>).4p	3P	2	7.610374
1s2.2p.(2P*<3/2>).4d	3F*	2	7.627141
1s2.2p.(2P*<1/2>).4d	1D*	2	7.634896
1s2.2p.(2P*<3/2>).4p	1D	2	7.635097
1s2.2s.6p	3P*	2	7.639835
1s2.2p.(2P*<3/2>).4p	1S	0	7.649458
1s2.2s.6p	1P*	1	7.651144
1s2.2s.6g	3G	3	7.655798
1s2.2s.6g	3G	4	7.656187
1s2.2s.6g	3G	5	7.6573
1s2.2s.6g	1G	4	7.658153
1s2.2s.6f	1F*	3	7.662129
1s2.2s.6d	3D	1	7.664057
1s2.2s.6d	3D	2	7.664057
1s2.2s.6d	3D	3	7.664084
1s2.2p.(2P*<3/2>).4d	3D*	1	7.664685
1s2.2p.(2P*<3/2>).4d	3D*	2	7.665533
1s2.2p.(2P*<3/2>).4d	3D*	3	7.666654
1s2.2s.6d	1D	2	7.673661
1s2.2s.6h	1H*	5	7.676269
1s2.2s.6h	3H*	5	7.676269
1s2.2s.6h	3H*	4	7.676269
1s2.2s.6h	3H*	6	7.676269
1s2.2s.6f	3F*	2	7.679314
1s2.2s.6f	3F*	3	7.67946
1s2.2s.6f	3F*	4	7.679633
1s2.2p.(2P*<3/2>).4d	3P*	2	7.682993
1s2.2p.(2P*<3/2>).4d	3P*	1	7.683968
1s2.2p.(2P*<3/2>).4d	3P*	0	7.684442
1s2.2p.(2P*<1/2>).4f	3G	3	7.704595
1s2.2p.(2P*<1/2>).4f	3G	4	7.705188
1s2.2p.(2P*<3/2>).4f	3G	5	7.706647
1s2.2p.(2P*<3/2>).4f	1G	4	7.708796
1s2.2p.(2P*<3/2>).4d	1F*	3	7.719671
1s2.2p.(2P*<3/2>).4d	1P*	1	7.722624
1s2.2s.7p	1P*	1	7.844861
1s2.2s.7d	3D	1	7.853099
1s2.2s.7d	3D	2	7.853236
1s2.2s.7d	3D	3	7.853263
1s2.2s.7d	1D	2	7.85894
1s2.2s.7h	1H*	5	7.860646
1s2.2s.7h	3H*	4	7.860646
1s2.2s.7h	3H*	5	7.860646
1s2.2s.7h	3H*	6	7.860646
1s2.2s.7i	1I	6	7.861049
1s2.2s.7i	3I	5	7.861049
1s2.2s.7i	3I	6	7.861049
1s2.2s.7i	3I	7	7.861049
1s2.2s.7g	3G	3	7.862319
1s2.2s.7g	3G	4	7.862353
1s2.2s.7g	3G	5	7.862376
1s2.2s.7g	1G	4	7.862418
1s2.2s.8p	1P*	1	7.968547
1s2.2s.8d	3D	1	7.975063
1s2.2s.8d	3D	2	7.975254
1s2.2s.8d	3D	3	7.975282
1s2.2s.8i	1I	6	7.980644
1s2.2s.8i	3I	5	7.980644
1s2.2s.8i	3I	6	7.980644
1s2.2s.8i	3I	7	7.980644
1s2.2s.8k	1K*	7	7.980747
1s2.2s.8k	3K*	6	7.980747
1s2.2s.8k	3K*	7	7.980747
1s2.2s.8k	3K*	8	7.980747
1s2.2p.(2P*<1/2>).5p	1P	1	8.188463
1s2.2p.(2P*<3/2>).5p	3D	3	8.196747
1s2.2p.(2P*<3/2>).5p	3P	0	8.209222
1s2.2p.(2P*<3/2>).5p	3P	1	8.210726
1s2.2p.(2P*<3/2>).5p	3P	2	8.21202
1s2.2p.(2P*<3/2>).5p	1D	2	8.223657
1s2.2p.(2P*<1/2>).5d	1D*	2	8.225926
1s2.2p.(2P*<3/2>).5d	3D*	1	8.2381
1s2.2p.(2P*<3/2>).5d	3D*	2	8.239522
1s2.2p.(2P*<3/2>).5d	3D*	3	8.240752
1s2.2p.(2P*<3/2>).5d	3P*	2	8.245208
1s2.2p.(2P*<3/2>).5d	1F*	3	8.259752
