configuration	term	J	energy
2s2.2p6	1S	0	0.0
2s2.2p5.(2P*<3/2>).3s	2[3/2]*	2	21.86283
2s2.2p5.(2P*<3/2>).3s	2[3/2]*	1	21.93288
2s2.2p5.(2P*<1/2>).3s	2[1/2]*	0	22.07663
2s2.2p5.(2P*<1/2>).3s	2[1/2]*	1	22.14504
2s2.2p5.(2P*<3/2>).3p	2[1/2]	1	23.11197
2s2.2p5.(2P*<3/2>).3p	2[5/2]	3	23.3185
2s2.2p5.(2P*<3/2>).3p	2[5/2]	2	23.32296
2s2.2p5.(2P*<3/2>).3p	2[3/2]	1	23.38766
2s2.2p5.(2P*<3/2>).3p	2[3/2]	2	23.4438
2s2.2p5.(2P*<1/2>).3p	2[3/2]	1	23.53393
2s2.2p5.(2P*<1/2>).3p	2[1/2]	0	23.55798
2s2.2p5.(2P*<1/2>).3p	2[3/2]	2	23.60262
2s2.2p5.(2P*<1/2>).3p	2[1/2]	1	23.60982
2s2.2p5.(2P*<3/2>).3p	2[1/2]	0	24.3059
2s2.2p5.(2P*<3/2>).3d	2[1/2]*	0	25.1285
2s2.2p5.(2P*<3/2>).3d	2[1/2]*	1	25.1517
2s2.2p5.(2P*<3/2>).3d	2[3/2]*	2	25.1982
2s2.2p5.(2P*<3/2>).3d	2[7/2]*	4	25.22676
2s2.2p5.(2P*<3/2>).3d	2[7/2]*	3	25.25872
2s2.2p5.(2P*<3/2>).3d	2[5/2]*	2	25.31563
2s2.2p5.(2P*<1/2>).3d	2[5/2]*	3	25.3545
2s2.2p5.(2P*<3/2>).3d	2[3/2]*	1	25.468
2s2.2p5.(2P*<1/2>).3d	2[5/2]*	2	25.49499
2s2.2p5.(2P*<3/2>).3d	2[5/2]*	3	25.52358
2s2.2p5.(2P*<1/2>).3d	2[3/2]*	2	25.52461
2s2.2p5.(2P*<1/2>).3d	2[3/2]*	1	25.80815
2s2.2p5.(2P*<3/2>).4s	2[3/2]*	1	29.207
2s.2p6.3p	3P*	1	29.337
2s2.2p5.(2P*<1/2>).4s	2[1/2]*	1	29.456
2s.2p6.3p	1P*	1	29.503
2s2.2p5.(2P*<3/2>).4d	2[3/2]*	1	30.586
2s2.2p5.(2P*<1/2>).4d	2[3/2]*	1	30.798
