ritz_wl_vac(A)	unc_ritz_wl	intens	Aki(s^-1)	fik	Acc	Ei(Ry)	Ek(Ry)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"220.627"	"0.003"	"3"	"9.16e+09"	"1.00e-01"		"1.05732"	"5.18766"	"3s.3p2"	"4P"	"3/2"	"3s.3p.4s"	"4P*"	"5/2"		"T7942"	"L3851"	
"221.034"	"0.003"	"3"	"1.26e+10"	"1.85e-01"		"1.04695"	"5.16969"	"3s.3p2"	"4P"	"1/2"	"3s.3p.4s"	"4P*"	"3/2"		"T7942"	"L3851"	
"221.476"	"0.003"	"5"	"2.13e+10"	"1.57e-01"		"1.07314"	"5.18766"	"3s.3p2"	"4P"	"5/2"	"3s.3p.4s"	"4P*"	"5/2"		"T7942"	"L3851"	
"221.561"	"0.003"	"1"	"5.00e+09"	"3.68e-02"		"1.04695"	"5.15988"	"3s.3p2"	"4P"	"1/2"	"3s.3p.4s"	"4P*"	"1/2"		"T7942"	"L3851"	
"221.591"	"0.003"	"1"	"4.02e+09"	"2.96e-02"		"1.05732"	"5.16969"	"3s.3p2"	"4P"	"3/2"	"3s.3p.4s"	"4P*"	"3/2"		"T7942"	"L3851"	
"222.122"	"0.003"	"3"	"2.50e+10"	"9.25e-02"		"1.05732"	"5.15988"	"3s.3p2"	"4P"	"3/2"	"3s.3p.4s"	"4P*"	"1/2"		"T7942"	"L3851"	
"222.448"	"0.003"	"2"	"1.36e+10"	"6.73e-02"		"1.07314"	"5.16969"	"3s.3p2"	"4P"	"5/2"	"3s.3p.4s"	"4P*"	"3/2"		"T7942"	"L3851"	
"227.623"	"0.004"	"5"	"1.03e+10"	"8.00e-02"		"0.0000000"	"4.00340"	"3s2.3p"	"2P*"	"1/2"	"3s2.4s"	"2S"	"1/2"		"T7942"	"L3851"	
"229.259"	"0.003"	"6"	"2.10e+10"	"8.27e-02"		"0.0285617"	"4.00340"	"3s2.3p"	"2P*"	"3/2"	"3s2.4s"	"2S"	"1/2"		"T7942"	"L3851"	
"356.640"	"0.006"	"4"	"1.64e+10"	"4.69e-01"		"1.384068"	"3.93922"	"3s.3p2"	"2D"	"3/2"	"3s.3p.(1P*).3d"	"2F*"	"5/2"		"T7942"	"L10660"	
"357.703"	"0.006"	"6"	"1.76e+10"	"4.50e-01"		"1.385597"	"3.93315"	"3s.3p2"	"2D"	"5/2"	"3s.3p.(1P*).3d"	"2F*"	"7/2"		"T7942"	"L10660"	
"397.666"	"0.009"	"0"	"4.94e+09"	"2.34e-01"		"1.04695"	"3.33848"	"3s.3p2"	"4P"	"1/2"	"3s.3p.3d"	"4D*"	"3/2"		"T7942"	"L1111"	
"398.337"	"0.009"	"1"	"1.46e+10"	"3.47e-01"		"1.04695"	"3.33463"	"3s.3p2"	"4P"	"1/2"	"3s.3p.3d"	"4D*"	"1/2"		"T7942"	"L1111"	
"398.940"	"0.009"	"4"	"1.79e+10"	"8.54e-01"		"0.0000000"	"2.28422"	"3s2.3p"	"2P*"	"1/2"	"3s2.3d"	"2D"	"3/2"		"T7942"	"L1111"	
"399.474"	"0.009"	"1"	"1.34e+10"	"3.21e-01"		"1.05732"	"3.33848"	"3s.3p2"	"4P"	"3/2"	"3s.3p.3d"	"4D*"	"3/2"		"T7942"	"L1111"	
"400.150"	"0.009"	"2"	"6.93e+09"	"8.32e-02"		"1.05732"	"3.33463"	"3s.3p2"	"4P"	"3/2"	"3s.3p.3d"	"4D*"	"1/2"		"T7942"	"L1111"	
"400.957"	"0.009"	"7p"	"5.88e+09"	"1.42e-01"		"1.04695"	"3.31967"	"3s.3p2"	"4P"	"1/2"	"3s.3p.3d"	"4P*"	"1/2"		"T7942"	"L10660"	
"401.548"	"0.009"	"3"	"2.17e+10"	"6.99e-01"		"1.07314"	"3.34253"	"3s.3p2"	"4P"	"5/2"	"3s.3p.3d"	"4D*"	"7/2"		"T7942"	"L1111"	
"401.771"	"0.009"	"2"	"1.03e+10"	"2.49e-01"		"1.07314"	"3.34127"	"3s.3p2"	"4P"	"5/2"	"3s.3p.3d"	"4D*"	"5/2"		"T7942"	"L1111"	
"402.126"	"0.009"	"2"	"9.49e+09"	"4.60e-01"		"1.04695"	"3.31307"	"3s.3p2"	"4P"	"1/2"	"3s.3p.3d"	"4P*"	"3/2"		"T7942"	"L1111"	
"402.266"	"0.009"	"0"	"2.88e+09"	"4.66e-02"		"1.07314"	"3.33848"	"3s.3p2"	"4P"	"5/2"	"3s.3p.3d"	"4D*"	"3/2"		"T7942"	"L1111"	
"402.795"	"0.009"	"2"	"7.38e+09"	"8.98e-02"		"1.05732"	"3.31967"	"3s.3p2"	"4P"	"3/2"	"3s.3p.3d"	"4P*"	"1/2"		"T7942"	"L10660"	
"403.791"	"0.007"	"6"	"2.11e+10"	"7.74e-01"		"0.0285617"	"2.28534"	"3s2.3p"	"2P*"	"3/2"	"3s2.3d"	"2D"	"5/2"		"T7942"	"L1111"	
"403.992"	"0.007"	"3*"	"3.71e+09"	"9.08e-02"		"0.0285617"	"2.28422"	"3s2.3p"	"2P*"	"3/2"	"3s2.3d"	"2D"	"3/2"		"T7942"	"L1111"	
"405.329"	"0.009"	"2"	"7.88e+09"	"2.91e-01"		"1.05732"	"3.30553"	"3s.3p2"	"4P"	"3/2"	"3s.3p.3d"	"4P*"	"5/2"		"T7942"	"L1111"	
"406.830"	"0.009"	"0"	"3.84e+09"	"6.35e-02"		"1.07314"	"3.31307"	"3s.3p2"	"4P"	"5/2"	"3s.3p.3d"	"4P*"	"3/2"		"T7942"	"L1111"	
