configuration	term	J	energy
3s2.3p	2P*	1/2	0.0
3s2.3p	2P*	3/2	0.11173
3s.3p2	4P	1/2	1.7507
3s.3p2	4P	3/2	1.79439
3s.3p2	4P	5/2	1.85305
3s.3p2	2D	3/2	2.31852
3s.3p2	2D	5/2	2.32889
3s.3p2	2S	1/2	2.85905
3s.3p2	2P	1/2	3.03631
3s.3p2	2P	3/2	3.09148
3s2.3d	2D	3/2	3.7238
3s2.3d	2D	5/2	3.73383
3p3	2D*	3/2	4.49653
3p3	2D*	5/2	4.51413
3p3	4S*	3/2	4.59671
3p3	2P*	1/2	5.01386
3p3	2P*	3/2	5.02692
3s.3p.(3P*).3d	4F*	5/2	5.05661
3s.3p.(3P*).3d	4F*	7/2	5.0911
3s.3p.(3P*).3d	4F*	9/2	5.13877
3s.3p.(3P*).3d	4P*	5/2	5.42155
3s.3p.(3P*).3d	4P*	3/2	5.43878
3s.3p.(3P*).3d	4D*	1/2	5.45094
3s.3p.(3P*).3d	4P*	1/2	5.5
3s.3p.(3P*).3d	4D*	7/2	5.50401
3s.3p.(3P*).3d	4D*	3/2	5.50549
3s.3p.(3P*).3d	4D*	5/2	5.50707
3s.3p.(3P*).3d	2D*	3/2	5.61794
3s.3p.(3P*).3d	2D*	5/2	5.6206
3s.3p.(3P*).3d	2F*	5/2	5.86026
3s.3p.(3P*).3d	2F*	7/2	5.94871
3s.3p.(3P*).3d	2P*	3/2	6.35842
3s.3p.(1P*).3d	2F*	7/2	6.42437
3s.3p.(1P*).3d	2F*	5/2	6.44395
3s.3p.(1P*).3d	2P*	1/2	6.60355
3s.3p.(1P*).3d	2P*	3/2	6.6132
3s.3p.(1P*).3d	2D*	3/2	6.636
3s.3p.(1P*).3d	2D*	5/2	6.6457
3p2.(3P).3d	4F	5/2	7.61434
3p2.(3P).3d	4F	7/2	7.65005
3p2.(3P).3d	4F	9/2	7.69048
3p2.(3P).3d	2P	3/2	7.71886
3p2.(3P).3d	4P	5/2	8.1891
3p2.(3P).3d	4P	3/2	8.19335
3p2.(1S).3d	2D	3/2	8.5299
3p2.(1S).3d	2D	5/2	8.58561
3p2.(3P).3d	2F	5/2	8.6436
3p2.(3P).3d	2F	7/2	8.67185
3s.3d2	4F	5/2	8.8376
3s.3d2	4F	7/2	8.84209
3s.3d2	4F	9/2	8.84982
3p2.(3P).3d	2D	5/2	9.04921
3p2.(3P).3d	2D	3/2	9.08224
3s.3d2	2G	7/2	9.4235
3s.3d2	2G	9/2	9.42442
3s.3d2	2F	5/2	9.79797
3s.3d2	2F	7/2	9.805
3s.3p.4s	4P*	5/2	11.882
3s2.4d	2D	3/2	12.02
3s2.4d	2D	5/2	12.0256
3s2.4f	2F*	5/2	12.71
3s2.4f	2F*	7/2	12.716
