ritz_wl_vac(A)	intens	Aki(s^-1)	fik	Acc	Ei(Ry)	Ek(Ry)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"213.767"	""	"1.1e+08"	"1.5e-03"	E	"1.60490+x"	"5.86780"	"3s.3p2"	"4P"	"1/2"	"3s.3p.(3P*).3d"	"2P*"	"3/2"		"T4907c21"	"L11926"	
"229.653"	""	"1.7e+08"	"6.7e-04"	E	"2.12300"	"6.09101"	"3s.3p2"	"2D"	"3/2"	"3s.3p.(1P*).3d"	"2P*"	"1/2"		"T4907c21"	"L11926"	
"239.365"	""	"1.3e+09"	"1.1e-02"	E	"2.13034"	"5.9374"	"3s.3p2"	"2D"	"5/2"	"3s.3p.(1P*).3d"	"2F*"	"5/2"		"T4907c21"	"L11926"	
"240.586"	""	"1.2e+08"	"1.4e-03"	E	"1.68577+x"	"5.47346"	"3s.3p2"	"4P"	"5/2"	"3s.3p.(3P*).3d"	"2F*"	"7/2"		"T4907c21"	"L11926"	
"241.193"	""	"2.6e+07"	"1.1e-04"	E	"2.12300"	"5.90116"	"3s.3p2"	"2D"	"3/2"	"3s.3p.(3P*).3d"	"2P*"	"1/2"		"T4907c21"	"L11926"	
"263.507"	""	"1.2e+10"	"1.2e-01"	D	"2.63278"	"6.09101"	"3s.3p2"	"2S"	"1/2"	"3s.3p.(1P*).3d"	"2P*"	"1/2"		"T4907c21"	"L11926"	
"264.028"	""	"2.6e+09"	"2.7e-02"	E	"1.60490+x"	"5.05629+x"	"3s.3p2"	"4P"	"1/2"	"3s.3p.(3P*).3d"	"4P*"	"1/2"		"T4907c21"	"L11926"	
"275.448"	""	"3.7e+09"	"4.2e-02"	D	"1.68577+x"	"4.99408+x"	"3s.3p2"	"4P"	"5/2"	"3s.3p.(3P*).3d"	"4P*"	"5/2"		"T4907c21"	"L11926"	
"278.411"	""	"1.4e+09"	"1.6e-02"	E	"2.13034"	"5.40344"	"3s.3p2"	"2D"	"5/2"	"3s.3p.(3P*).3d"	"2F*"	"5/2"		"T4907c21"	"L11926"	
"280.488"	""	"6.24e+09"	"3.68e-02"	C	"2.8422"	"6.09101"	"3s.3p2"	"2P"	"3/2"	"3s.3p.(1P*).3d"	"2P*"	"1/2"		"T4907c21"	"L11926"	
"293.448"	""	"1.7e+10"	"2.2e-01"	D	"2.79578"	"5.90116"	"3s.3p2"	"2P"	"1/2"	"3s.3p.(3P*).3d"	"2P*"	"1/2"		"T4907c21"	"L11926"	
"294.412"	""	"6.7e+07"	"1.3e-03"	E	"2.8422"	"5.9374"	"3s.3p2"	"2P"	"3/2"	"3s.3p.(1P*).3d"	"2F*"	"5/2"		"T4907c21"	"L11926"	
"296.634"	""	"9.3e+08"	"2.5e-02"	D	"2.79578"	"5.86780"	"3s.3p2"	"2P"	"1/2"	"3s.3p.(3P*).3d"	"2P*"	"3/2"		"T4907c21"	"L11926"	
"297.897"	""	"3.8e+09"	"2.5e-02"	D	"2.8422"	"5.90116"	"3s.3p2"	"2P"	"3/2"	"3s.3p.(3P*).3d"	"2P*"	"1/2"		"T4907c21"	"L11926"	
"301.180"	""	"8.8e+09"	"1.2e-01"	D	"2.8422"	"5.86780"	"3s.3p2"	"2P"	"3/2"	"3s.3p.(3P*).3d"	"2P*"	"3/2"		"T4907c21"	"L11926"	
