configuration	term	J	energy
2s2.2p2	3P	0	0.0
2s2.2p2	3P	1	0.089791
2s2.2p2	3P	2	0.19903
2s2.2p2	1D	2	0.77468
2s2.2p2	1S	0	1.477492
2s.2p3	5S*	2	2.05872
2s.2p3	3D*	2	3.85192
2s.2p3	3D*	1	3.85692
2s.2p3	3D*	3	3.8635
2s.2p3	3P*	0	4.5147
2s.2p3	3P*	1	4.5181
2s.2p3	3P*	2	4.5295
2s.2p3	1D*	2	5.7031
2s.2p3	3S*	1	5.7285
2s.2p3	1P*	1	6.3667
2p4	3P	2	8.7058
2p4	3P	1	8.849
2p4	3P	0	8.8911
2p4	1D	2	9.3475
2p4	1S	0	10.57
2s2.2p.3s	3P*	2	28.798
2s2.2p.3s	1P*	1	28.953
2s2.2p.3d	3F*	2	30.8
2s2.2p.3d	3F*	3	30.897
2s2.2p.3d	1D*	2	30.935
2s2.2p.3d	3D*	1	31.081
2s2.2p.3d	3D*	3	31.2494
2s2.2p.3d	3P*	2	31.279
2s2.2p.3d	3P*	1	31.29
2s2.2p.3d	1P*	1	31.592
2s2.2p.3d	1F*	3	31.614
2s.2p2.(4P).3d	5P	3	33.214
2s.2p2.(4P).3d	5P	2	33.257
2s2.2p.4d	3D*	1	39.717
