2900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,,,,,,,,,,,,,,,,,,,,,,,,,,6.706e+02,,,,,6.799e+02,,,,,6.905e+02,,,,,7.093e+02,,,,,7.116e+02,,,,,6.938e+02,,,,,6.976e+02,,,,,6.849e+02,,,,,6.622e+02,,,,,6.307e+02,,,,,5.798e+02,,,,,,,,,,5.220e+02,,,,,4.728e+02,,,,,4.380e+02,,,,,4.050e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,,,,,,,,,,,,,,,,,,,,,,,,,,7.059e+02,,,,,7.064e+02,,,,,7.205e+02,,,,,7.413e+02,,,,,7.434e+02,,,,,7.266e+02,,,,,7.212e+02,,,,,7.113e+02,,,,,6.928e+02,,,,,6.541e+02,,,,,,,,,,5.981e+02,,,,,5.002e+02,,,,,4.591e+02,,,,,4.578e+02,,,,,4.054e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,,,,,,,,,,,,,,,,,,,,,,,,,,7.661e+02,,,,,7.419e+02,,,,,7.579e+02,,,,,7.611e+02,,,,,7.582e+02,,,,,7.726e+02,,,,,7.380e+02,,,,,7.519e+02,,,,,7.215e+02,,,,,6.946e+02,,,,,6.468e+02,,,,,6.236e+02,,,,,5.170e+02,,,,,4.767e+02,,,,,4.829e+02,,,,,4.211e+02,,,,,4.095e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,,,,,,,,,,,,,,,,,,,,,,,,,,8.176e+02,,,,,7.883e+02,,,,,7.955e+02,,,,,7.997e+02,,,,,8.149e+02,,,,,8.098e+02,,,,,7.665e+02,,,,,7.885e+02,,,,,7.632e+02,,,,,7.377e+02,,,,,7.049e+02,,,,,6.605e+02,,,,,5.849e+02,,,,,5.757e+02,,,,,5.123e+02,,,,,,,,,,4.074e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,,,,,,,,,,,,,,,,,,,,,,,,,,8.964e+02,,,,,8.473e+02,,,,,8.726e+02,,,,,8.331e+02,,,,,8.581e+02,,,,,8.496e+02,,,,,8.015e+02,,,,,8.100e+02,,,,,8.020e+02,,,,,7.736e+02,,,,,6.886e+02,,,,,6.956e+02,,,,,5.964e+02,,,,,5.979e+02,,,,,5.466e+02,,,,,4.940e+02,,,,,4.538e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,,,,,,,,,,,,,,,,,,,,,,,,,,9.566e+02,,,,,9.368e+02,,,,,9.066e+02,,,,,8.756e+02,,,,,9.017e+02,,,,,8.913e+02,,,,,8.604e+02,,,,,8.423e+02,,,,,8.362e+02,,,,,8.089e+02,,,,,7.746e+02,,,,,7.206e+02,,,,,6.734e+02,,,,,6.406e+02,,,,,5.424e+02,,,,,5.205e+02,,,,,,,,,,,,,,,,,,,,3.812e+02,,,,,3.673e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,,,,,,,,,,,,,,,,,,,,,,,,,,1.041e+03,,,,,1.021e+03,,,,,9.810e+02,,,,,9.432e+02,,,,,9.475e+02,,,,,9.106e+02,,,,,8.944e+02,,,,,8.716e+02,,,,,8.765e+02,,,,,8.453e+02,,,,,8.090e+02,,,,,7.076e+02,,,,,7.137e+02,,,,,6.713e+02,,,,,5.726e+02,,,,,5.530e+02,,,,,4.944e+02,,,,,,,,,,4.050e+02,,,,,,,,,,3.790e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,,,,,,,,,,,,,,,,,,,,,,,,,,1.123e+03,,,,,1.090e+03,,,,,1.056e+03,,,,,1.017e+03,,,,,9.910e+02,,,,,9.796e+02,,,,,9.576e+02,,,,,9.086e+02,,,,,9.151e+02,,,,,8.813e+02,,,,,8.459e+02,,,,,7.818e+02,,,,,7.036e+02,,,,,6.920e+02,,,,,5.924e+02,,,,,5.901e+02,,,,,5.240e+02,,,,,4.790e+02,,,,,4.072e+02,,,,,3.914e+02,,,,,3.822e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,,,,,,,,,,,,,,,,,,,,,,,,,,1.190e+03,,,,,1.158e+03,,,,,1.126e+03,,,,,1.076e+03,,,,,1.045e+03,,,,,1.027e+03,,,,,1.005e+03,,,,,9.497e+02,,,,,9.520e+02,,,,,9.167e+02,,,,,8.624e+02,,,,,7.962e+02,,,,,7.255e+02,,,,,7.274e+02,,,,,6.122e+02,,,,,6.124e+02,,,,,5.444e+02,,,,,4.815e+02,,,,,4.582e+02,,,,,3.988e+02,,,,,4.072e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900,,,,,,,,,,,,,,,,,,,,,,,,,,1.236e+03,,,,,1.214e+03,,,,,1.164e+03,,,,,1.147e+03,,,,,1.123e+03,,,,,1.069e+03,,,,,1.043e+03,,,,,9.896e+02,,,,,9.699e+02,,,,,9.202e+02,,,,,9.119e+02,,,,,8.571e+02,,,,,8.052e+02,,,,,7.613e+02,,,,,6.439e+02,,,,,6.421e+02,,,,,5.704e+02,,,,,5.169e+02,,,,,4.670e+02,,,,,4.166e+02,,,,,3.938e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,,,,,,,,,,,,,,,,,,,,,,,,,,1.268e+03,,,,,1.252e+03,,,,,1.230e+03,,,,,1.203e+03,,,,,1.164e+03,,,,,1.124e+03,,,,,1.080e+03,,,,,1.034e+03,,,,,9.935e+02,,,,,9.544e+02,,,,,9.426e+02,,,,,8.818e+02,,,,,8.591e+02,,,,,7.917e+02,,,,,7.323e+02,,,,,6.818e+02,,,,,6.054e+02,,,,,5.529e+02,,,,,4.764e+02,,,,,4.318e+02,,,,,4.201e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,,,,,,,,,,,,,,,,,,,,,,,,,,1.287e+03,,,,,1.275e+03,,,,,1.261e+03,,,,,1.239e+03,,,,,1.206e+03,,,,,1.173e+03,,,,,1.132e+03,,,,,1.085e+03,,,,,1.037e+03,,,,,9.847e+02,,,,,9.749e+02,,,,,8.995e+02,,,,,8.842e+02,,,,,8.038e+02,,,,,7.646e+02,,,,,6.755e+02,,,,,5.983e+02,,,,,5.452e+02,,,,,4.731e+02,,,,,4.640e+02,,,,,4.134e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,,,,,,,,,,,,,,,,,,,,,,,,,,1.289e+03,,,,,1.289e+03,,,,,1.280e+03,,,,,1.263e+03,,,,,1.240e+03,,,,,1.211e+03,,,,,1.171e+03,,,,,1.128e+03,,,,,1.069e+03,,,,,1.020e+03,,,,,9.897e+02,,,,,9.452e+02,,,,,8.937e+02,,,,,8.405e+02,,,,,7.896e+02,,,,,6.815e+02,,,,,6.451e+02,,,,,5.797e+02,,,,,4.710e+02,,,,,4.637e+02,,,,,4.473e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,,,,,,,,,,,,,,,,,,,,,,,,,,1.311e+03,,,,,1.315e+03,,,,,1.287e+03,,,,,1.277e+03,,,,,1.260e+03,,,,,1.235e+03,,,,,1.201e+03,,,,,1.162e+03,,,,,1.117e+03,,,,,1.065e+03,,,,,1.002e+03,,,,,9.727e+02,,,,,9.149e+02,,,,,8.620e+02,,,,,7.988e+02,,,,,7.488e+02,,,,,6.645e+02,,,,,5.954e+02,,,,,5.434e+02,,,,,4.804e+02,,,,,4.469e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400,,,,,,,,,,,,,,,,,,,,,,,,,,1.276e+03,,,,,1.285e+03,,,,,1.284e+03,,,,,1.249e+03,,,,,1.267e+03,,,,,1.252e+03,,,,,1.226e+03,,,,,1.205e+03,,,,,1.147e+03,,,,,1.111e+03,,,,,1.062e+03,,,,,9.932e+02,,,,,9.544e+02,,,,,8.877e+02,,,,,8.238e+02,,,,,7.573e+02,,,,,6.799e+02,,,,,6.073e+02,,,,,5.419e+02,,,,,4.817e+02,,,,,4.552e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,,,,,,,,,,,,,,,,,,,,,,,,,,1.245e+03,,,,,1.267e+03,,,,,1.237e+03,,,,,1.273e+03,,,,,1.269e+03,,,,,1.229e+03,,,,,1.237e+03,,,,,1.208e+03,,,,,1.149e+03,,,,,1.107e+03,,,,,1.084e+03,,,,,9.987e+02,,,,,9.598e+02,,,,,9.089e+02,,,,,8.484e+02,,,,,7.602e+02,,,,,7.120e+02,,,,,6.183e+02,,,,,5.739e+02,,,,,5.033e+02,,,,,4.541e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4600,,,,,,,,,,,,,,,,,,,,,,,,,,1.216e+03,,,,,1.198e+03,,,,,1.254e+03,,,,,1.262e+03,,,,,1.263e+03,,,,,1.254e+03,,,,,1.240e+03,,,,,1.218e+03,,,,,1.189e+03,,,,,1.119e+03,,,,,1.105e+03,,,,,1.035e+03,,,,,9.926e+02,,,,,9.267e+02,,,,,8.679e+02,,,,,8.179e+02,,,,,7.334e+02,,,,,6.652e+02,,,,,5.892e+02,,,,,5.264e+02,,,,,4.788e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4700,,,,,,,,,,,,,,,,,,,,,,,,,,1.196e+03,,,,,1.211e+03,,,,,1.227e+03,,,,,1.240e+03,,,,,1.249e+03,,,,,1.247e+03,,,,,1.259e+03,,,,,1.241e+03,,,,,1.216e+03,,,,,1.182e+03,,,,,1.120e+03,,,,,1.080e+03,,,,,1.022e+03,,,,,9.430e+02,,,,,8.933e+02,,,,,8.296e+02,,,,,7.533e+02,,,,,6.630e+02,,,,,6.031e+02,,,,,5.370e+02,,,,,4.897e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,,,,,,,,,,,,,,,,,,,,,,,,,,1.152e+03,,,,,1.205e+03,,,,,1.231e+03,,,,,1.216e+03,,,,,1.231e+03,,,,,1.234e+03,,,,,1.196e+03,,,,,1.186e+03,,,,,1.168e+03,,,,,1.188e+03,,,,,1.096e+03,,,,,1.050e+03,,,,,1.042e+03,,,,,9.347e+02,,,,,8.957e+02,,,,,8.240e+02,,,,,7.661e+02,,,,,6.846e+02,,,,,5.995e+02,,,,,5.358e+02,,,,,4.956e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4900,,,,,,,,,,,,,,,,,,,,,,,,,,1.105e+03,,,,,1.143e+03,,,,,1.179e+03,,,,,1.187e+03,,,,,1.170e+03,,,,,1.210e+03,,,,,1.211e+03,,,,,1.204e+03,,,,,1.191e+03,,,,,1.135e+03,,,,,1.123e+03,,,,,1.078e+03,,,,,1.001e+03,,,,,9.699e+02,,,,,9.132e+02,,,,,8.436e+02,,,,,7.810e+02,,,,,7.069e+02,,,,,6.295e+02,,,,,5.567e+02,,,,,5.043e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000,,,,,,,,,,,,,,,,,,,,,,,,,,1.064e+03,,,,,1.088e+03,,,,,1.163e+03,,,,,1.158e+03,,,,,1.179e+03,,,,,1.216e+03,,,,,1.217e+03,,,,,1.214e+03,,,,,1.203e+03,,,,,1.178e+03,,,,,1.146e+03,,,,,1.113e+03,,,,,1.069e+03,,,,,1.005e+03,,,,,9.418e+02,,,,,8.722e+02,,,,,8.030e+02,,,,,7.273e+02,,,,,6.497e+02,,,,,5.611e+02,,,,,5.210e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5100,,,,,,,,,,,,,,,,,,,,,,,,,,9.820e+02,,,,,1.029e+03,,,,,1.100e+03,,,,,1.123e+03,,,,,1.149e+03,,,,,1.128e+03,,,,,1.175e+03,,,,,1.176e+03,,,,,1.136e+03,,,,,1.174e+03,,,,,1.151e+03,,,,,1.057e+03,,,,,1.018e+03,,,,,1.022e+03,,,,,9.021e+02,,,,,8.667e+02,,,,,8.101e+02,,,,,7.336e+02,,,,,6.547e+02,,,,,5.462e+02,,,,,5.127e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5200,,,,,,,,,,,,,,,,,,,,,,,,,,9.496e+02,,,,,9.741e+02,,,,,1.056e+03,,,,,1.080e+03,,,,,1.142e+03,,,,,1.128e+03,,,,,1.139e+03,,,,,1.150e+03,,,,,1.148e+03,,,,,1.103e+03,,,,,1.076e+03,,,,,1.075e+03,,,,,1.009e+03,,,,,9.936e+02,,,,,9.341e+02,,,,,8.729e+02,,,,,8.086e+02,,,,,7.292e+02,,,,,6.508e+02,,,,,5.755e+02,,,,,5.235e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5300,,,,,,,,,,,,,,,,,,,,,,,,,,8.725e+02,,,,,9.782e+02,,,,,1.010e+03,,,,,1.020e+03,,,,,1.114e+03,,,,,1.122e+03,,,,,1.135e+03,,,,,1.149e+03,,,,,1.149e+03,,,,,1.133e+03,,,,,1.113e+03,,,,,1.092e+03,,,,,1.060e+03,,,,,1.019e+03,,,,,9.609e+02,,,,,9.028e+02,,,,,8.280e+02,,,,,7.518e+02,,,,,6.724e+02,,,,,5.988e+02,,,,,5.371e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5400,,,,,,,,,,,,,,,,,,,,,,,,,,8.963e+02,,,,,8.701e+02,,,,,9.470e+02,,,,,9.802e+02,,,,,1.047e+03,,,,,1.037e+03,,,,,1.115e+03,,,,,1.076e+03,,,,,1.072e+03,,,,,1.123e+03,,,,,1.043e+03,,,,,1.091e+03,,,,,1.061e+03,,,,,9.594e+02,,,,,9.751e+02,,,,,9.094e+02,,,,,8.076e+02,,,,,7.544e+02,,,,,6.229e+02,,,,,5.430e+02,,,,,4.782e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5500,,,,,,,,,,,,,,,,,,,,,,,,,,8.388e+02,,,,,8.290e+02,,,,,8.909e+02,,,,,9.266e+02,,,,,1.001e+03,,,,,1.031e+03,,,,,1.070e+03,,,,,1.083e+03,,,,,1.078e+03,,,,,1.044e+03,,,,,1.028e+03,,,,,1.037e+03,,,,,9.837e+02,,,,,9.505e+02,,,,,9.358e+02,,,,,9.285e+02,,,,,8.351e+02,,,,,7.380e+02,,,,,6.517e+02,,,,,5.665e+02,,,,,5.053e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5600,,,,,,,,,,,,,,,,,,,,,,,,,,8.149e+02,,,,,8.122e+02,,,,,8.200e+02,,,,,8.997e+02,,,,,9.409e+02,,,,,1.024e+03,,,,,1.062e+03,,,,,1.071e+03,,,,,1.075e+03,,,,,1.065e+03,,,,,1.054e+03,,,,,1.043e+03,,,,,1.023e+03,,,,,9.904e+02,,,,,9.566e+02,,,,,9.286e+02,,,,,8.474e+02,,,,,7.572e+02,,,,,6.678e+02,,,,,5.846e+02,,,,,5.181e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,,,,,,,,,,,,,,,,,,,,,,,,,,7.819e+02,,,,,7.861e+02,,,,,8.006e+02,,,,,8.074e+02,,,,,9.031e+02,,,,,9.138e+02,,,,,1.002e+03,,,,,1.047e+03,,,,,1.010e+03,,,,,1.051e+03,,,,,1.045e+03,,,,,9.791e+02,,,,,9.594e+02,,,,,9.902e+02,,,,,9.575e+02,,,,,9.248e+02,,,,,7.931e+02,,,,,7.068e+02,,,,,6.624e+02,,,,,5.140e+02,,,,,5.128e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5800,,,,,,,,,,,,,,,,,,,,,,,,,,7.574e+02,,,,,7.549e+02,,,,,8.076e+02,,,,,7.873e+02,,,,,8.045e+02,,,,,9.699e+02,,,,,9.543e+02,,,,,9.844e+02,,,,,1.017e+03,,,,,9.874e+02,,,,,9.728e+02,,,,,9.828e+02,,,,,9.414e+02,,,,,9.174e+02,,,,,8.812e+02,,,,,8.702e+02,,,,,7.883e+02,,,,,7.337e+02,,,,,6.161e+02,,,,,5.356e+02,,,,,4.701e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5900,,,,,,,,,,,,,,,,,,,,,,,,,,6.987e+02,,,,,7.811e+02,,,,,7.782e+02,,,,,7.716e+02,,,,,7.822e+02,,,,,8.580e+02,,,,,8.934e+02,,,,,9.323e+02,,,,,1.003e+03,,,,,9.954e+02,,,,,9.858e+02,,,,,9.813e+02,,,,,9.691e+02,,,,,9.463e+02,,,,,9.157e+02,,,,,8.822e+02,,,,,8.314e+02,,,,,7.505e+02,,,,,6.323e+02,,,,,5.455e+02,,,,,4.755e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000,,,,,,,,,,,,,,,,,,,,,,,,,,7.232e+02,,,,,7.583e+02,,,,,7.438e+02,,,,,7.432e+02,,,,,7.662e+02,,,,,7.945e+02,,,,,8.265e+02,,,,,8.949e+02,,,,,9.774e+02,,,,,9.743e+02,,,,,9.713e+02,,,,,9.715e+02,,,,,9.595e+02,,,,,9.401e+02,,,,,9.125e+02,,,,,8.777e+02,,,,,8.245e+02,,,,,7.470e+02,,,,,6.266e+02,,,,,5.330e+02,,,,,4.587e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6100,,,,,,,,,,,,,,,,,,,,,,,,,,6.832e+02,,,,,7.134e+02,,,,,7.197e+02,,,,,7.189e+02,,,,,7.405e+02,,,,,7.675e+02,,,,,7.905e+02,,,,,8.654e+02,,,,,8.915e+02,,,,,9.254e+02,,,,,9.548e+02,,,,,9.225e+02,,,,,9.469e+02,,,,,9.320e+02,,,,,9.070e+02,,,,,8.712e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6200,,,,,,,,,,,,,,,,,,,,,,,,,,6.529e+02,,,,,6.876e+02,,,,,6.840e+02,,,,,6.979e+02,,,,,7.347e+02,,,,,7.514e+02,,,,,7.651e+02,,,,,8.352e+02,,,,,8.673e+02,,,,,9.119e+02,,,,,9.038e+02,,,,,9.204e+02,,,,,9.131e+02,,,,,9.159e+02,,,,,8.934e+02,,,,,8.573e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6300,,,,,,,,,,,,,,,,,,,,,,,,,,6.262e+02,,,,,6.768e+02,,,,,6.489e+02,,,,,6.815e+02,,,,,7.001e+02,,,,,7.294e+02,,,,,7.424e+02,,,,,7.774e+02,,,,,8.118e+02,,,,,8.630e+02,,,,,8.888e+02,,,,,8.713e+02,,,,,9.028e+02,,,,,8.961e+02,,,,,8.632e+02,,,,,8.176e+02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
