,8.000,8.100,8.200,8.300,8.400,8.500,8.600,8.700,8.800,8.900,9.000,9.100,9.200,9.300,9.400,9.500,9.600,9.700,9.800,9.900,10.000,10.100,10.200,10.300,10.400,10.500,10.600,10.700,10.800,10.900,11.000,11.100,11.200,11.300,11.400,11.500,11.600,11.700,11.800,11.900,12.000
2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000,,,,,,,,,,,7.249e+03,7.096e+03,6.674e+03,6.423e+03,6.241e+03,6.036e+03,5.806e+03,5.645e+03,5.467e+03,5.310e+03,5.163e+03,4.970e+03,4.735e+03,4.554e+03,4.265e+03,4.118e+03,4.003e+03,4.038e+03,4.012e+03,3.979e+03,,,,,,,,,,,
5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5200,,,,,,,,,,,7.273e+03,7.109e+03,6.873e+03,6.509e+03,6.316e+03,6.111e+03,5.874e+03,5.701e+03,5.518e+03,5.387e+03,5.220e+03,4.954e+03,4.854e+03,4.636e+03,4.470e+03,4.235e+03,4.022e+03,3.869e+03,3.847e+03,3.817e+03,3.798e+03,3.791e+03,3.801e+03,,3.798e+03,,,,3.912e+03,,
5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5400,,,,,,,,,,,7.206e+03,7.041e+03,6.903e+03,6.669e+03,6.357e+03,6.131e+03,5.921e+03,5.733e+03,5.525e+03,5.400e+03,5.243e+03,5.057e+03,4.838e+03,4.652e+03,4.496e+03,4.344e+03,4.177e+03,3.894e+03,3.799e+03,3.711e+03,3.641e+03,3.628e+03,3.632e+03,3.615e+03,3.671e+03,3.566e+03,,3.700e+03,,,
5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5600,,,,,,,,,,,7.024e+03,6.891e+03,6.754e+03,6.651e+03,6.456e+03,6.112e+03,5.909e+03,5.729e+03,5.514e+03,5.403e+03,5.122e+03,5.020e+03,4.855e+03,4.633e+03,4.467e+03,4.370e+03,4.209e+03,4.022e+03,3.814e+03,3.642e+03,3.555e+03,3.464e+03,3.450e+03,3.445e+03,3.479e+03,3.457e+03,3.424e+03,3.452e+03,3.497e+03,,
5700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5800,,,,,,,,,,,6.712e+03,6.653e+03,6.555e+03,6.410e+03,6.343e+03,6.040e+03,5.863e+03,5.649e+03,5.488e+03,5.298e+03,5.101e+03,4.955e+03,4.819e+03,4.612e+03,4.445e+03,4.310e+03,4.182e+03,4.030e+03,3.841e+03,3.648e+03,3.448e+03,3.374e+03,3.283e+03,3.259e+03,3.280e+03,3.266e+03,3.271e+03,3.293e+03,3.262e+03,3.306e+03,3.337e+03
5900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000,,,,,,,,,,,6.274e+03,6.281e+03,6.273e+03,6.136e+03,6.040e+03,6.006e+03,5.872e+03,5.568e+03,5.388e+03,5.304e+03,5.050e+03,4.882e+03,4.716e+03,4.588e+03,4.437e+03,4.263e+03,4.122e+03,3.974e+03,3.791e+03,3.654e+03,3.491e+03,3.262e+03,3.202e+03,3.094e+03,3.085e+03,3.060e+03,3.072e+03,3.082e+03,3.098e+03,3.010e+03,3.109e+03
6100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6200,,,,,,,,,,,5.755e+03,5.848e+03,5.870e+03,5.771e+03,5.725e+03,5.663e+03,5.647e+03,5.473e+03,5.239e+03,5.110e+03,4.915e+03,4.765e+03,4.607e+03,4.458e+03,4.371e+03,4.195e+03,4.043e+03,3.870e+03,3.702e+03,3.579e+03,3.471e+03,3.259e+03,3.109e+03,2.997e+03,2.936e+03,2.871e+03,2.876e+03,2.874e+03,2.890e+03,2.889e+03,2.899e+03
6300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6400,,,,,,,,,,,5.178e+03,5.295e+03,5.377e+03,5.312e+03,5.307e+03,5.300e+03,5.222e+03,5.295e+03,5.027e+03,4.869e+03,4.737e+03,4.609e+03,4.465e+03,4.315e+03,4.183e+03,4.078e+03,3.941e+03,3.777e+03,3.574e+03,3.476e+03,3.375e+03,3.209e+03,3.039e+03,2.848e+03,2.795e+03,2.715e+03,2.677e+03,2.669e+03,2.677e+03,2.687e+03,2.659e+03
6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6600,,,,,,,,,,,4.874e+03,4.826e+03,4.855e+03,4.819e+03,4.868e+03,4.827e+03,4.824e+03,4.860e+03,4.806e+03,4.631e+03,4.539e+03,4.382e+03,4.290e+03,4.142e+03,4.018e+03,3.902e+03,3.801e+03,3.671e+03,3.471e+03,3.334e+03,3.254e+03,3.099e+03,2.980e+03,2.805e+03,2.685e+03,2.589e+03,2.473e+03,2.472e+03,2.468e+03,2.480e+03,2.484e+03
6700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6800,,,,,,,,,,,3.788e+03,4.409e+03,4.279e+03,4.286e+03,4.337e+03,4.395e+03,4.435e+03,4.463e+03,4.466e+03,4.394e+03,4.305e+03,4.192e+03,4.072e+03,3.939e+03,3.845e+03,3.727e+03,3.618e+03,3.512e+03,3.321e+03,3.201e+03,3.105e+03,2.969e+03,2.882e+03,2.723e+03,2.568e+03,2.453e+03,2.365e+03,2.289e+03,2.265e+03,2.267e+03,2.273e+03
6900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
