# abundance scale factors relative to solar: He=1.0 Li=100.0 Be=100.0 B=100.0 C=100.0 N=100.0 O=100.0 F=100.0 Ne=100.0 Na=100.0 Mg=100.0 Al=100.0 Si=100.0 P=100.0 S=100.0 Cl=100.0 Ar=100.0 K=100.0 Ca=100.0 Sc=100.0 Ti=100.0 V=100.0 Cr=100.0 Mn=100.0 Fe=100.0 Co=100.0 Ni=100.0 Cu=100.0 Zn=100.0
# alt rho v mu
1.715808000000000000e+09	3.653558908435549837e-16	3.541087392185577773e+05	1.640009909572165414e+00
1.741833053477372169e+09	3.445281593057905561e-16	3.643781755200476618e+05	1.635382340386820399e+00
1.768252850077809095e+09	3.250678980781091794e-16	3.747376417341774213e+05	1.629717755605916141e+00
1.795073377190860987e+09	3.068725911566579562e-16	3.851834544187490828e+05	1.620227919240158743e+00
1.822300713021676064e+09	2.898483541561826233e-16	3.957119878179209190e+05	1.610857133519681295e+00
1.849941027968477964e+09	2.739091325465304242e-16	4.063196772916007903e+05	1.601794061665353652e+00
1.878000586020931721e+09	2.589759807779483494e-16	4.170030222933600890e+05	1.592931036413635537e+00
1.906485746179720402e+09	2.449764135394465101e-16	4.277585889244935825e+05	1.584266067212964035e+00
1.935402963897655487e+09	2.318438214019672384e-16	4.385830120917048189e+05	1.575820834098798917e+00
1.964758792542644262e+09	2.195169439832210798e-16	4.494729972955068224e+05	1.567478641838838005e+00
1.994559884882847548e+09	2.079393945493729139e-16	4.604253220758380485e+05	1.559235957239625270e+00
2.024812994594363928e+09	1.970592306538400218e-16	4.714368371406791266e+05	1.550977318063515797e+00
2.055524977791782379e+09	1.868285660170563832e-16	4.825044672025652253e+05	1.542441730380121445e+00
2.086702794581950665e+09	1.772032193833075556e-16	4.936252115469573182e+05	1.533716332096652923e+00
2.118353510641309738e+09	1.681423965605679013e-16	5.047961443553703721e+05	1.527089523367296531e+00
2.150484298817154408e+09	1.596084022643179545e-16	5.160144148050862132e+05	1.521228519469876472e+00
2.183102440753178120e+09	1.515663787533471880e-16	5.272772469661438372e+05	1.513609464534091176e+00
2.216215328539680481e+09	1.439840685703689829e-16	5.385819395151683129e+05	1.505149676172058415e+00
2.249830466388797283e+09	1.368315989880235481e-16	5.499258652844311437e+05	1.498006243221719824e+00
2.283955472335144043e+09	1.300812860159383141e-16	5.613064706634311005e+05	1.491562835281159405e+00
2.318598079962255955e+09	1.237074560509015971e-16	5.727212748691270826e+05	1.485351259640688593e+00
2.353766140155208588e+09	1.176862834532357279e-16	5.841678690998883685e+05	1.479310247945023971e+00
2.389467622879829884e+09	1.119956425111654053e-16	5.956439155871471157e+05	1.473408839957977889e+00
2.425710618988891125e+09	1.066149724139449269e-16	6.071471465577227063e+05	1.467713340230007324e+00
2.462503342055700302e+09	1.015251539960482727e-16	6.186753631187984720e+05	1.462109707601001229e+00
2.499854130235500813e+09	9.670839714085115688e-17	6.302264340765917441e+05	1.456843016267465929e+00
2.537771448155109882e+09	9.214813784470742177e-17	6.417982946988674812e+05	1.451555637100334861e+00
2.576263888831213951e+09	8.782894404271090121e-17	6.533889454305918189e+05	1.446601547064011450e+00
2.615340175617763042e+09	8.373642938710008634e-17	6.649964505712303799e+05	1.441572314320504367e+00
2.655009164182900906e+09	7.985717424942130242e-17	6.766189369214299368e+05	1.436973673776117844e+00
2.695279844515882969e+09	7.617865328927691436e-17	6.882545924061393598e+05	1.432347680956260971e+00
2.736161342964432240e+09	7.268916899669105940e-17	6.999016646805342752e+05	1.427880720425110495e+00
2.777662924303001404e+09	6.937779067265371535e-17	7.115584597245163750e+05	1.423450623380765112e+00
2.819793993832400799e+09	6.623429836399134852e-17	7.232233404309854377e+05	1.419087896006344218e+00
2.862564099511276722e+09	6.324913131500469095e-17	7.348947251925253076e+05	1.414836306330618632e+00
2.905982934119919777e+09	6.041334053988693193e-17	7.465710864906896604e+05	1.410601874209510997e+00
2.950060337456891060e+09	5.771854515730131225e-17	7.582509494915750111e+05	1.406642568265258353e+00
2.994806298568967342e+09	5.515689216209475713e-17	7.699328906510064844e+05	1.402623606754777930e+00
3.040230958014912605e+09	5.272101933937714126e-17	7.816155363322052872e+05	1.398934203781902585e+00
3.086344610163579941e+09	5.040402105343276137e-17	7.932975614384642104e+05	1.395188840637686001e+00
3.133157705526875973e+09	4.819941666847570299e-17	8.049776880631863605e+05	1.391691365370693934e+00
3.180680853128109455e+09	4.610112138042905531e-17	8.166546841590312542e+05	1.388198130076536252e+00
3.228924822906262398e+09	4.410341925887524840e-17	8.283273622279583942e+05	1.384883717568621497e+00
3.277900548156727314e+09	4.220093831639540288e-17	8.399945780335322488e+05	1.381610273193879523e+00
3.327619128009068966e+09	4.038862743883124684e-17	8.516552293366746744e+05	1.378482594017195861e+00
3.378091829942363262e+09	3.866173502476525080e-17	8.633082546558666509e+05	1.375422618291238797e+00
3.429330092338694096e+09	3.701578919587870552e-17	8.749526320525640622e+05	1.372474616753534882e+00
3.481345527075376034e+09	3.544657945194566646e-17	8.865873779425035464e+05	1.369600668275985811e+00
3.534149922156496525e+09	3.395013965519236329e-17	8.982115459333466133e+05	1.366823418693595249e+00
3.587755244384375572e+09	3.252273223869719974e-17	9.098242256890391000e+05	1.364123749841448907e+00
3.642173642071544170e+09	3.116083354253618395e-17	9.214245418210967910e+05	1.361483205108988681e+00
3.697417447793855190e+09	2.986112018957581872e-17	9.330116528069485212e+05	1.358891562789492413e+00
3.753499181185356617e+09	2.862045642026634009e-17	9.445847499353644671e+05	1.356332948111389491e+00
